event_id,event_type,src,relation,dst
E1,Metastasis,T57,Theme,T1
E1,Metastasis,T57,ToLoc,T3
E2,Metastasis,T57,Theme,T1
E2,Metastasis,T57,ToLoc,T4
E3,Positive_regulation,T58,Cause,T8
E3,Positive_regulation,T58,Theme,E5
E4,Positive_regulation,T58,Cause,T8
E4,Positive_regulation,T58,Theme,T12
E5,Development,T59,Theme,T12
E6,Planned_process,T60,Theme,T13
E7,Planned_process,T61,Theme,T20
E7,Planned_process,T61,Instrument,T18
E8,Gene_expression,T62,Theme,T18
E9,Planned_process,T63,Theme,T21
E10,Cell_proliferation,T64,Theme,T22
E11,Positive_regulation,T65,Cause,E10
E11,Positive_regulation,T65,Theme,E12
E12,Development,T66,Theme,T26
E13,Localization,T67,Theme,T29
E13,Localization,T67,AtLoc,T30
E14,Localization,T67,Theme,T29
E14,Localization,T67,AtLoc,T31
E15,Gene_expression,T68,Theme,T36
E16,Gene_expression,T68,Theme,T34
E17,Gene_expression,T68,Theme,T33
E18,Planned_process,T69,Theme,T40
E19,Metastasis,T70
E20,Planned_process,T71,Theme,T40
E21,Gene_expression,T72,Theme,T42
E22,Gene_expression,T72,Theme,T43
E23,Gene_expression,T72,Theme,T44
E24,Gene_expression,T72,Theme,T46
E25,Metastasis,T73,ToLoc,T48
E25,Metastasis,T73,Theme,T47
E26,Metastasis,T73,ToLoc,T49
E26,Metastasis,T73,Theme,T47
E27,Metastasis,T74,Theme,T51
E27,Metastasis,T74,ToLoc,T53
E28,Metastasis,T74,Theme,T51
E28,Metastasis,T74,ToLoc,T54
E29,Metastasis,T75,Theme,T55
E30,Development,T76,Theme,T55
