event_id,event_type,src,relation,dst
E1,Regulation,T46,Theme,E2
E2,Positive_regulation,T47,Cause,T1
E2,Positive_regulation,T47,Theme,E3
E3,Cell_death,T48
E4,Cell_transformation,T49,Theme,T2
E5,Positive_regulation,T50,Cause,E6
E5,Positive_regulation,T50,Theme,E4
E6,Phosphorylation,T51,Theme,T3
E7,Positive_regulation,T52,Theme,E9
E7,Positive_regulation,T52,Cause,T8
E8,Positive_regulation,T52,Theme,E9
E8,Positive_regulation,T52,Cause,T6
E9,Cell_transformation,T53,Theme,T9
E10,Positive_regulation,T54,Cause,T10
E10,Positive_regulation,T54,Theme,E12
E11,Positive_regulation,T54,Cause,T10
E11,Positive_regulation,T54,Theme,E13
E12,Synthesis,T55,Theme,T11
E13,Cell_proliferation,T56,Theme,T12
E14,Positive_regulation,T57,Cause,T10
E14,Positive_regulation,T57,Theme,E19
E15,Positive_regulation,T57,Cause,T10
E15,Positive_regulation,T57,Theme,E16
E16,Death,T58,Theme,T13
E17,Positive_regulation,T59,Cause,T14
E17,Positive_regulation,T59,Theme,E19
E18,Regulation,T60,Cause,T15
E18,Regulation,T60,Theme,E19
E19,Cell_death,T61
E20,Cell_transformation,T62
E21,Negative_regulation,T63,Theme,E24
E21,Negative_regulation,T63,Cause,E25
E22,Negative_regulation,T63,Theme,E24
E22,Negative_regulation,T63,Cause,E26
E23,Positive_regulation,T64,Cause,T17
E23,Positive_regulation,T64,Theme,E24
E24,Cell_death,T65
E25,Binding,T66,Theme,T16
E25,Binding,T66,Theme2,T18
E26,Negative_regulation,T67,Cause,T16
E26,Negative_regulation,T67,Theme,T18
E27,Binding,T68,Theme,T21
E27,Binding,T68,Theme2,T19
E28,Regulation,T69,Cause,T19
E28,Regulation,T69,Theme,E29
E29,Cell_transformation,T70
E30,Phosphorylation,T71,Theme,T23
E30,Phosphorylation,T71,Site,T24
E31,Phosphorylation,T71,Theme,T23
E31,Phosphorylation,T71,Site,T25
E32,Planned_process,T72,Instrument,T27
E32,Planned_process,T72,Theme,T24
E33,Planned_process,T72,Instrument,T27
E33,Planned_process,T72,Theme,T25
E34,Negative_regulation,T73,Theme,E36
E34,Negative_regulation,T73,Cause,E32
E35,Negative_regulation,T73,Theme,E36
E35,Negative_regulation,T73,Cause,E33
E36,Cell_transformation,T74
E37,Binding,T75,Theme,T28
E37,Binding,T75,Theme2,T29
E38,Negative_regulation,T76,Theme,E39
E38,Negative_regulation,T76,Cause,T28
E39,Negative_regulation,T77,Theme,T30
E40,Cell_transformation,T78
E41,Positive_regulation,T79,Cause,T30
E41,Positive_regulation,T79,Theme,E40
E42,Phosphorylation,T80,Theme,T28
E42,Phosphorylation,T80,Site,T31
E43,Negative_regulation,T81,Cause,T32
E43,Negative_regulation,T81,Theme,E46
E44,Positive_regulation,T82,Theme,E46
E44,Positive_regulation,T82,Cause,T33
E45,Positive_regulation,T83,Theme,E46
E45,Positive_regulation,T83,Cause,T34
E46,Cell_death,T84
E47,Infection,T85,Theme,T35
E47,Infection,T85,Participant,T36
E48,Phosphorylation,T86,Site,T37
E48,Phosphorylation,T86,Theme,T32
E49,Breakdown,T87,Theme,T38
E50,Death,T88,Theme,T39
E51,Planned_process,T89,Instrument,T41
E51,Planned_process,T89,Instrument2,T40
E52,Gene_expression,T90,Theme,T43
E53,Negative_regulation,T91,Theme,E55
E54,Positive_regulation,T92,Cause,T44
E54,Positive_regulation,T92,Theme,E55
E55,Cell_death,T93
E56,Regulation,T94,Theme,E57
E57,Phosphorylation,T95,Site,T96
E57,Phosphorylation,T95,Theme,T45
