event_id,event_type,src,relation,dst
E1,Gene_expression,T80,Theme,T1
E2,Positive_regulation,T81,Cause,E1
E2,Positive_regulation,T81,Theme,E3
E3,Blood_vessel_development,T82
E4,Blood_vessel_development,T83
E5,Blood_vessel_development,T84
E6,Planned_process,T85,Theme,T17
E6,Planned_process,T85,Instrument,T19
E7,Planned_process,T85,Theme,T15
E7,Planned_process,T85,Instrument,T19
E8,Transcription,T86,Theme,T22
E9,Localization,T87,Theme,T22
E10,Positive_regulation,T88,Theme,T24
E11,Localization,T89,Theme,T25
E12,Planned_process,T90,Theme,T26
E13,Planned_process,T90,Theme,T27
E14,Planned_process,T91,Instrument,T29
E14,Planned_process,T91,Theme,T28
E15,Planned_process,T92,Instrument,T35
E15,Planned_process,T92,Theme,T37
E16,Planned_process,T93,Theme,T39
E17,Planned_process,T94,Theme,T39
E18,Cell_proliferation,T95,Theme,T40
E19,Regulation,T96,Cause,E20
E19,Regulation,T96,Theme,E18
E20,Planned_process,T97,Instrument,T41
E21,Planned_process,T98,Theme,T45
E22,Planned_process,T99,Instrument,T44
E23,Planned_process,T100,Theme,T45
E23,Planned_process,T100,Instrument,T46
E24,Cell_differentiation,T101,Theme,T45
E25,Planned_process,T102,Theme,T50
E26,Planned_process,T103,Theme,T51
E26,Planned_process,T103,Instrument,T52
E27,Cell_differentiation,T104,Theme,T51
E28,Planned_process,T105,Theme,T58
E29,Planned_process,T106,Instrument,T58
E29,Planned_process,T106,Theme,T60
E30,Planned_process,T107,Theme,T61
E31,Planned_process,T108,Instrument,T63
E32,Blood_vessel_development,T109,AtLoc,T68
E33,Blood_vessel_development,T110,AtLoc,T68
E34,Regulation,T111,Cause,T71
E34,Regulation,T111,Theme,E33
E35,Localization,T112,Theme,T79
