event_id,event_type,src,relation,dst
E1,Planned_process,T48,Instrument,T1
E1,Planned_process,T48,Theme,T3
E2,Planned_process,T49,Theme,T7
E3,Planned_process,T50,Theme,T13
E3,Planned_process,T50,Instrument,T10
E4,Planned_process,T51,Theme,T14
E5,Cell_proliferation,T52,Theme,T14
E6,Binding,T53,Theme,T15
E7,Negative_regulation,T54,Theme,E6
E8,Planned_process,T55,Theme,T16
E8,Planned_process,T55,Instrument,T17
E9,Planned_process,T56,Theme,T21
E10,Planned_process,T57,Theme,T21
E11,Planned_process,T58,Instrument,T21
E12,Blood_vessel_development,T59,AtLoc,T30
E13,Death,T60,Theme,T36
E14,Planned_process,T61,Instrument,T36
E14,Planned_process,T61,Theme,T37
E15,Gene_expression,T62,Theme,T38
E16,Gene_expression,T62,Theme,T39
E17,Development,T63,Theme,T42
E18,Blood_vessel_development,T64
E19,Planned_process,T65,Instrument,T45
E19,Planned_process,T65,Theme,T47
