event_id,event_type,src,relation,dst
E1,Cell_proliferation,T47,Theme,T3
E2,Positive_regulation,T48,Cause,E1
E2,Positive_regulation,T48,Theme,E3
E3,Regulation,T49,Theme,T1
E4,Cell_transformation,T50,Theme,T3
E5,Cell_proliferation,T51,Theme,T6
E6,Regulation,T52,Theme,T4
E6,Regulation,T52,Cause,E5
E7,Cell_proliferation,T53,Theme,T6
E8,Cell_transformation,T54,Theme,T6
E9,Negative_regulation,T55,Theme,E10
E10,Binding,T56,Theme,T9
E10,Binding,T56,Theme2,T7
E11,Positive_regulation,T57,Cause,T11
E11,Positive_regulation,T57,Theme,E9
E12,Cell_proliferation,T58,Theme,T17
E13,Cell_proliferation,T59,Theme,T19
E14,Regulation,T60,Cause,E13
E14,Regulation,T60,Theme,T18
E15,Cell_proliferation,T61,Theme,T20
E16,Negative_regulation,T62,Theme,E17
E16,Negative_regulation,T62,Cause,T22
E17,Binding,T63,Theme,T23
E18,Cell_proliferation,T64,Theme,T20
E19,Planned_process,T65,Theme,T24
E19,Planned_process,T65,Instrument,T25
E20,Cell_proliferation,T66,Theme,T26
E21,Negative_regulation,T67,Theme,T28
E21,Negative_regulation,T67,Cause,T27
E22,Cell_proliferation,T68,Theme,T31
E23,Cell_transformation,T69,Theme,T33
E24,Cell_proliferation,T70,Theme,T33
E25,Negative_regulation,T71,Theme,E26
E26,Binding,T72,Theme,T34
E27,Planned_process,T73,Theme,T36
E27,Planned_process,T73,Instrument,T37
E28,Regulation,T74,Theme,E29
E28,Regulation,T74,Cause,E27
E29,Cell_proliferation,T75,Theme,T36
E30,Negative_regulation,T76,Theme,E31
E31,Cell_proliferation,T77,Theme,T38
E32,Negative_regulation,T78,Theme,E33
E32,Negative_regulation,T78,Cause,T39
E33,Binding,T79,Theme,T40
E34,Negative_regulation,T80,Theme,T41
E35,Negative_regulation,T81,Theme,E36
E35,Negative_regulation,T81,Cause,T43
E36,Binding,T82,Theme,T42
