event_id,event_type,src,relation,dst
E1,Regulation,T56,Cause,T1
E1,Regulation,T56,Theme,E2
E2,Metabolism,T57,Theme,T4
E3,Positive_regulation,T58,Cause,T10
E3,Positive_regulation,T58,Theme,E4
E4,Planned_process,T59,Theme,T9
E5,Localization,T60,Theme,T21
E6,Localization,T61,Theme,T25
E6,Localization,T61,ToLoc,T26
E7,Localization,T62,Theme,T30
E8,Localization,T63,Theme,T31
E8,Localization,T63,ToLoc,T32
E9,Positive_regulation,T64,Cause,T33
E9,Positive_regulation,T64,Theme,E8
E10,Positive_regulation,T65,Cause,T34
E10,Positive_regulation,T65,Theme,E11
E11,Localization,T66,ToLoc,T35
E11,Localization,T66,Theme,T36
E12,Positive_regulation,T67,Cause,T44
E12,Positive_regulation,T67,Theme,E13
E13,Regulation,T68,Theme,E14
E14,Localization,T69,Theme,T45
E14,Localization,T69,ToLoc,T46
E15,Localization,T70,Theme,T52
E15,Localization,T70,ToLoc,T53
E16,Localization,T70,Theme,T52
E16,Localization,T70,ToLoc,T54
