event_id,event_type,src,relation,dst
E1,Gene_expression,T49,Theme,T1
E2,Localization,T50,Theme,T4
E3,Planned_process,T51,Theme,T8
E4,Negative_regulation,T52,Theme,T12
E5,Gene_expression,T53,Theme,T15
E6,Localization,T54,Theme,T15
E6,Localization,T54,AtLoc,T18
E7,Localization,T54,Theme,T15
E7,Localization,T54,AtLoc,T19
E8,Localization,T55,Theme,T15
E8,Localization,T55,AtLoc,T23
E9,Localization,T55,Theme,T15
E9,Localization,T55,AtLoc,T25
E10,Gene_expression,T56,Theme,T15
E11,Development,T57,Theme,T28
E12,Localization,T58,Theme,T30
E12,Localization,T58,AtLoc,T31
E13,Localization,T58,Theme,T30
E13,Localization,T58,AtLoc,T32
E14,Localization,T58,Theme,T30
E14,Localization,T58,AtLoc,T34
E15,Localization,T58,Theme,T30
E15,Localization,T58,AtLoc,T35
E16,Localization,T58,Theme,T30
E16,Localization,T58,AtLoc,T36
E17,Localization,T58,Theme,T30
E17,Localization,T58,AtLoc,T37
E18,Localization,T58,Theme,T30
E18,Localization,T58,AtLoc,T39
E19,Localization,T58,Theme,T30
E19,Localization,T58,AtLoc,T40
E20,Localization,T58,Theme,T30
E20,Localization,T58,AtLoc,T41
E21,Localization,T58,Theme,T30
E21,Localization,T58,AtLoc,T42
E22,Localization,T58,Theme,T30
E22,Localization,T58,AtLoc,T43
E23,Localization,T59,Theme,T44
E23,Localization,T59,AtLoc,T45
E24,Regulation,T60,Cause,T44
E24,Regulation,T60,Theme,E25
E25,Blood_vessel_development,T61
