event_id,event_type,src,relation,dst
E1,Development,T40,Theme,T1
E2,Positive_regulation,T41,Theme,E3
E3,Gene_expression,T42,Theme,T2
E4,Positive_regulation,T43,Theme,T8
E5,Gene_expression,T44,Theme,T9
E6,Regulation,T45,Theme,E7
E7,Positive_regulation,T46,Theme,E8
E8,Synthesis,T47,Theme,T11
E9,Positive_regulation,T48,Theme,T17
E10,Positive_regulation,T49,Theme,T21
E11,Regulation,T50,Theme,T21
E11,Regulation,T50,Cause,T22
E12,Positive_regulation,T51,Theme,T23
E13,Positive_regulation,T52,Theme,T24
E14,Positive_regulation,T53,Theme,T25
E15,Positive_regulation,T54,Theme,T26
E16,Positive_regulation,T54,Theme,T27
E17,Positive_regulation,T55,Theme,T29
E18,Localization,T56,Theme,T34
E18,Localization,T56,Theme,T35
E19,Blood_vessel_development,T57
E20,Positive_regulation,T58,Theme,T36
E21,Positive_regulation,T59,Theme,T37
E22,Positive_regulation,T60,Theme,T38
E23,Localization,T61,Theme,T39
