event_id,event_type,src,relation,dst
E1,Cell_transformation,T34,Theme,T2
E2,Positive_regulation,T35,Cause,T1
E2,Positive_regulation,T35,Theme,E1
E3,Cell_transformation,T34,Theme,T4
E4,Positive_regulation,T35,Cause,T1
E4,Positive_regulation,T35,Theme,E3
E5,Cell_transformation,T36,Theme,T5
E6,Positive_regulation,T37,Cause,T6
E6,Positive_regulation,T37,Theme,E5
E7,Positive_regulation,T38,Theme,T6
E8,Planned_process,T39,Instrument,T5
E8,Planned_process,T39,Instrument2,T10
E9,Gene_expression,T40,Theme,T13
E10,Cell_transformation,T41,Theme,T14
E11,Cell_proliferation,T42,Theme,T15
E12,Carcinogenesis,T43
E13,Carcinogenesis,T44,AtLoc,T17
E14,Mutation,T45
E15,Carcinogenesis,T46,AtLoc,T21
E16,Cell_transformation,T47,Theme,T22
E17,Positive_regulation,T48,Theme,E16
E17,Positive_regulation,T48,Cause,T20
E18,Regulation,T49,Theme,E19
E19,Cell_proliferation,T50,Theme,T22
E20,Cell_transformation,T51
E21,Positive_regulation,T52,Theme,E20
E21,Positive_regulation,T52,Cause,T24
E22,Cell_transformation,T53,Theme,T27
E23,Positive_regulation,T54,Cause2,T26
E23,Positive_regulation,T54,Theme,E22
E24,Positive_regulation,T55,Theme,T26
E25,Negative_regulation,T56,Theme,E22
E26,Cell_transformation,T57
E27,Negative_regulation,T58,Theme,E28
E28,Cell_transformation,T59,Theme,T32
E29,Positive_regulation,T60,Theme,E28
E29,Positive_regulation,T60,Cause,T33
E30,Cell_transformation,T61
E31,Positive_regulation,T62,Theme,E30
E31,Positive_regulation,T62,Cause,T33
