event_id,event_type,src,relation,dst
E1,Negative_regulation,T39,Cause,T5
E1,Negative_regulation,T39,Theme,E4
E2,Positive_regulation,T40,Cause,T1
E2,Positive_regulation,T40,Theme,E4
E3,Positive_regulation,T41,Cause,T2
E3,Positive_regulation,T41,Theme,E4
E4,Cell_proliferation,T42,Theme,T4
E5,Regulation,T43,Theme,E1
E5,Regulation,T43,Cause,T7
E6,Regulation,T43,Theme,E1
E6,Regulation,T43,Cause,E7
E7,Development,T44,Theme,T6
E8,Binding,T45,Theme,T9
E8,Binding,T45,Theme,T8
E9,Regulation,T46,Theme,E10
E9,Regulation,T46,Cause,E8
E10,Cell_proliferation,T47,Theme,T8
E11,Binding,T48,Theme,T12
E11,Binding,T48,Theme,T10
E12,Regulation,T49,Cause,T10
E12,Regulation,T49,Theme,E14
E13,Regulation,T49,Cause,T10
E13,Regulation,T49,Theme,E15
E14,Binding,T50,Theme,T13
E15,Cell_proliferation,T51,Theme,T13
E16,Negative_regulation,T52,Theme,E17
E16,Negative_regulation,T52,Cause,T14
E17,Cell_proliferation,T53,Theme,T16
E18,Positive_regulation,T54,Theme,E17
E18,Positive_regulation,T54,Cause,T17
E19,Positive_regulation,T54,Theme,E17
E19,Positive_regulation,T54,Cause,E20
E20,Binding,T55,Theme,T18
E21,Binding,T56,Theme,T19
E22,Binding,T56,Theme,T20
E23,Binding,T57,Theme,T20
E23,Binding,T57,Site,T58
E23,Binding,T57,Theme2,T21
E24,Binding,T57,Theme,T19
E24,Binding,T57,Site,T58
E24,Binding,T57,Theme2,T21
E25,Negative_regulation,T59,Theme,E27
E25,Negative_regulation,T59,Cause,T22
E26,Positive_regulation,T60,Cause,T23
E26,Positive_regulation,T60,Theme,E27
E27,Cell_proliferation,T61,Theme,T24
E28,Regulation,T62,Theme,T26
E29,Regulation,T62,Theme,T27
E30,Phosphorylation,T63,Theme,T31
E31,Negative_regulation,T64,Theme,E30
E32,Negative_regulation,T64,Theme,T30
E33,Negative_regulation,T64,Theme,T29
E34,Negative_regulation,T64,Theme,T28
E35,Positive_regulation,T65,Cause,E39
E35,Positive_regulation,T65,Theme,E31
E36,Positive_regulation,T65,Cause,E39
E36,Positive_regulation,T65,Theme,E32
E37,Positive_regulation,T65,Cause,E39
E37,Positive_regulation,T65,Theme,E33
E38,Positive_regulation,T65,Cause,E39
E38,Positive_regulation,T65,Theme,E34
E39,Planned_process,T66,Instrument,T32
E40,Binding,T67,Theme,T35
E41,Negative_regulation,T68,Theme,E42
E42,Cell_proliferation,T69,Theme,T36
E43,Regulation,T70,Theme,E42
E43,Regulation,T70,Cause,T37
