event_id,event_type,src,relation,dst
E1,Localization,T45,Theme,T3
E2,Localization,T46,Theme,T3
E3,Positive_regulation,T47,Theme,T4
E4,Regulation,T48,Cause,T4
E4,Regulation,T48,Theme,E5
E5,Development,T49,Theme,T6
E6,Negative_regulation,T50,Theme,E8
E7,Negative_regulation,T50,Theme,E9
E8,Localization,T51,Theme,T10
E9,Localization,T52,Theme,T10
E10,Localization,T53,Theme,T16
E11,Negative_regulation,T54,Theme,E10
E12,Localization,T55,Theme,T20
E13,Gene_expression,T56,Theme,T21
E14,Planned_process,T57,Instrument,T24
E14,Planned_process,T57,Theme,T25
E15,Localization,T58,Theme,T25
E16,Negative_regulation,T59,Theme,E15
E17,Regulation,T60,Theme,E18
E18,Binding,T61,Theme,T27
E18,Binding,T61,Theme2,T28
E19,Negative_regulation,T62,Theme,E20
E20,Binding,T63,Theme,T27
E20,Binding,T63,Theme2,T28
E21,Planned_process,T64,Instrument,T30
E22,Negative_regulation,T65,Theme,E23
E22,Negative_regulation,T65,Cause,E21
E23,Binding,T66,Theme,T31
E24,Positive_regulation,T67,Cause,E21
E24,Positive_regulation,T67,Theme,E25
E25,Dissociation,T68,Theme,T32
E25,Dissociation,T68,Theme2,T33
E26,Planned_process,T69,Theme,T34
E26,Planned_process,T69,Instrument,T35
E27,Negative_regulation,T70,Theme,E28
E28,Binding,T71,Theme,T35
E28,Binding,T71,Theme2,T36
E29,Localization,T72,Theme,T34
E30,Negative_regulation,T73,Theme,E31
E31,Binding,T74,Theme,T37
E31,Binding,T74,Theme2,T34
E32,Positive_regulation,T75,Cause,T40
E32,Positive_regulation,T75,Theme,E35
E33,Positive_regulation,T75,Cause,T39
E33,Positive_regulation,T75,Theme,E34
E34,Binding,T76,Theme,T41
E35,Dissociation,T77,Theme,T41
E36,Regulation,T78,Theme,T43
E37,Planned_process,T79,Theme,T44
