event_id,event_type,src,relation,dst
E1,Negative_regulation,T38,Theme,E2
E1,Negative_regulation,T38,Cause,T3
E2,Cell_differentiation,T39,Theme,T1
E3,Gene_expression,T40,Theme,T4
E4,Positive_regulation,T41,Theme,T5
E5,Negative_regulation,T42,Cause,T8
E5,Negative_regulation,T42,Theme,E6
E6,Cell_differentiation,T43,Theme,T10
E7,Binding,T44,Theme,T12
E8,Regulation,T45,Theme,E9
E9,Binding,T46,Theme,T13
E10,Negative_regulation,T47,Cause,T14
E10,Negative_regulation,T47,Theme,E11
E11,Cell_differentiation,T48,Theme,T16
E12,Negative_regulation,T49,Theme,E11
E13,Gene_expression,T50,Theme,T17
E14,Gene_expression,T51,Theme,T18
E15,Regulation,T52,Theme,E14
E15,Regulation,T52,Cause,T19
E16,Regulation,T52,Theme,T18
E16,Regulation,T52,Cause,T19
E17,Positive_regulation,T53,Theme,T21
E18,Positive_regulation,T54,Cause,T23
E18,Positive_regulation,T54,Theme,E19
E19,Phosphorylation,T55,Theme,T24
E20,Positive_regulation,T56,Theme,T24
E21,Mutation,T57
E22,Regulation,T58,Cause,E21
E22,Regulation,T58,Theme,E23
E23,Localization,T59,ToLoc,T25
E23,Localization,T59,Theme,T27
E24,Positive_regulation,T60,Cause,E21
E24,Positive_regulation,T60,Theme,E25
E25,Negative_regulation,T61,Theme,E26
E26,Cell_differentiation,T62,Theme,T28
E27,Regulation,T63,Theme,E28
E27,Regulation,T63,Cause,E21
E28,Cell_transformation,T64
E29,Gene_expression,T65,Theme,T27
E30,Cell_differentiation,T66,Theme,T28
E31,Cell_proliferation,T67,Theme,T28
E32,Negative_regulation,T68,Theme,T28
E32,Negative_regulation,T68,Cause,T27
E33,Negative_regulation,T69,Theme,E34
E34,Cell_differentiation,T70,Theme,T28
E35,Binding,T71,Theme,T32
E36,Positive_regulation,T72,Theme,E37
E37,Phosphorylation,T73,Theme,T33
