event_id,event_type,src,relation,dst
E1,Glycosylation,T41,Theme,T1
E2,Positive_regulation,T42,Theme,E3
E3,Binding,T43,Theme,T3
E4,Regulation,T44,Cause,E5
E4,Regulation,T44,Theme,T7
E5,Glycosylation,T45,Theme,T7
E6,Regulation,T46,Cause,T8
E6,Regulation,T46,Theme,E8
E7,Glycosylation,T47,Theme,T7
E8,Localization,T48,Theme,T9
E9,Planned_process,T49,Instrument,T14
E10,Negative_regulation,T50,Cause,E9
E10,Negative_regulation,T50,Theme,E11
E11,Localization,T51,Theme,T15
E12,Negative_regulation,T52,Theme,E13
E12,Negative_regulation,T52,Cause,E9
E13,Binding,T53,Theme,T16
E14,Gene_expression,T54,Theme,T20
E15,Planned_process,T55,Theme,T25
E15,Planned_process,T55,Instrument,T26
E16,Positive_regulation,T56,Theme,E17
E16,Positive_regulation,T56,Cause,E15
E17,Negative_regulation,T57,Theme,T27
E18,Planned_process,T58,Instrument,T29
E18,Planned_process,T58,Theme,T28
E19,Planned_process,T58,Instrument,T29
E19,Planned_process,T58,Theme,T30
E20,Positive_regulation,T59,Cause,E19
E20,Positive_regulation,T59,Theme,E21
E21,Negative_regulation,T60,Theme,T31
E22,Planned_process,T61,Instrument,T32
E23,Positive_regulation,T62,Cause,E22
E23,Positive_regulation,T62,Theme,E26
E24,Positive_regulation,T62,Cause,E22
E24,Positive_regulation,T62,Theme,E28
E25,Positive_regulation,T62,Cause,E22
E25,Positive_regulation,T62,Theme,E29
E26,Negative_regulation,T63,Theme,E27
E27,Localization,T64,Theme,T33
E28,Negative_regulation,T65,Theme,E30
E29,Negative_regulation,T65,Theme,E31
E30,Localization,T66,Theme,T34
E31,Localization,T66,Theme,T35
E32,Regulation,T67,Cause,T36
E32,Regulation,T67,Theme,T38
E33,Glycosylation,T68,Theme,T40
E34,Regulation,T69,Cause,E33
E34,Regulation,T69,Theme,T40
