event_id,event_type,src,relation,dst
E1,Carcinogenesis,T29
E2,Gene_expression,T30,Theme,T10
E3,Positive_regulation,T31,Theme,E4
E4,Gene_expression,T32,Theme,T10
E5,Regulation,T33,Theme,E6
E5,Regulation,T33,Cause,T10
E6,Carcinogenesis,T34
E7,Planned_process,T35,Theme,T11
E7,Planned_process,T35,Instrument,T12
E8,Gene_expression,T36,Theme,T13
E9,Positive_regulation,T37,Theme,T14
E9,Positive_regulation,T37,Cause,E8
E10,Mutation,T38
E11,Mutation,T39
E12,Regulation,T40,Theme,T22
E12,Regulation,T40,Cause,E11
E13,Mutation,T41
E14,Mutation,T42,Theme,T25
E15,Regulation,T43,Cause,T26
E15,Regulation,T43,Theme,E16
E16,Cell_differentiation,T44,Theme,T27
E17,Carcinogenesis,T45
E18,Mutation,T46,Theme,T28
