event_id,event_type,src,relation,dst
E1,Regulation,T15,Theme,E2
E2,Growth,T16,Theme,T1
E3,Planned_process,T17,Theme,T2
E4,Growth,T18,Theme,T3
E5,Localization,T19,Theme,T3
E6,Negative_regulation,T20,Theme,E5
E7,Negative_regulation,T20,Theme,E4
E8,Negative_regulation,T21,Theme,T6
E9,Negative_regulation,T22,Theme,E10
E10,Synthesis,T23,Theme,T7
E11,Regulation,T24,Theme,E12
E12,Metabolism,T25,Theme,T8
E13,Negative_regulation,T26,Theme,T9
E14,Negative_regulation,T26,Theme,T10
E15,Negative_regulation,T26,Theme,T11
E16,Negative_regulation,T27,Theme,E17
E17,Positive_regulation,T28,Theme,T12
E18,Positive_regulation,T29,Theme,E19
E19,Positive_regulation,T30,Theme,T13
E20,Negative_regulation,T31,Theme,E21
E21,Blood_vessel_development,T32
E22,Negative_regulation,T33,Theme,T14
