event_id,event_type,src,relation,dst
E1,Glycolysis,T28
E2,Positive_regulation,T29,Theme,E1
E3,Glycolysis,T30
E4,Positive_regulation,T31,Theme,E3
E4,Positive_regulation,T31,Cause,T5
E5,Positive_regulation,T31,Theme,E3
E5,Positive_regulation,T31,Cause,T6
E6,Positive_regulation,T32,Theme,E7
E7,Glycolysis,T33
E8,Regulation,T34,Cause,T8
E8,Regulation,T34,Theme,E7
E9,Regulation,T35,Cause,T9
E9,Regulation,T35,Theme,E7
E10,Negative_regulation,T36,Cause,T9
E10,Negative_regulation,T36,Theme,E14
E11,Negative_regulation,T36,Cause,T8
E11,Negative_regulation,T36,Theme,E14
E12,Negative_regulation,T36,Cause,T9
E12,Negative_regulation,T36,Theme,E15
E13,Negative_regulation,T36,Cause,T8
E13,Negative_regulation,T36,Theme,E15
E14,Regulation,T37,Theme,T10
E15,Regulation,T37,Theme,T13
E16,Regulation,T38,Cause,T14
E16,Regulation,T38,Theme,E17
E17,Glycolysis,T39
E18,Planned_process,T40,Instrument,T18
E18,Planned_process,T40,Theme,T16
E19,Regulation,T41,Cause,T20
E19,Regulation,T41,Theme,E20
E20,Synthesis,T42,Theme,T21
E21,Catabolism,T43,Theme,T22
E22,Positive_regulation,T44,Theme,E21
E22,Positive_regulation,T44,Cause,T23
E23,Negative_regulation,T45,Cause,T24
E23,Negative_regulation,T45,Theme,T25
