event_id,event_type,src,relation,dst
E1,Positive_regulation,T50,Cause,T1
E1,Positive_regulation,T50,Theme,T2
E2,Positive_regulation,T51,Theme,E4
E2,Positive_regulation,T51,Cause,T5
E3,Positive_regulation,T51,Theme,E4
E3,Positive_regulation,T51,Cause,T4
E4,Cell_proliferation,T52,Theme,T6
E5,Planned_process,T53,Instrument,T8
E5,Planned_process,T53,Instrument2,T7
E6,Gene_expression,T54,Theme,T7
E6,Gene_expression,T54,Theme2,T8
E7,Cell_transformation,T55,Theme,T17
E8,Positive_regulation,T56,Theme,E7
E8,Positive_regulation,T56,Cause,T15
E9,Positive_regulation,T56,Theme,E7
E9,Positive_regulation,T56,Cause,T13
E10,Infection,T57,Theme,T18
E10,Infection,T57,Participant,T15
E11,Infection,T57,Theme,T19
E11,Infection,T57,Participant,T15
E12,Infection,T57,Theme,T18
E12,Infection,T57,Participant,T13
E13,Infection,T57,Theme,T19
E13,Infection,T57,Participant,T13
E14,Cell_transformation,T58,Theme,T25
E15,Positive_regulation,T59,Theme,E14
E15,Positive_regulation,T59,Cause,T21
E16,Positive_regulation,T59,Theme,E14
E16,Positive_regulation,T59,Cause,T24
E17,Planned_process,T60,Theme,T27
E18,Positive_regulation,T61,Theme,T28
E18,Positive_regulation,T61,Cause,T24
E19,Positive_regulation,T61,Theme,T28
E19,Positive_regulation,T61,Cause,T21
E20,Positive_regulation,T62,Theme,T29
E20,Positive_regulation,T62,Cause,T31
E21,Positive_regulation,T62,Theme,T29
E21,Positive_regulation,T62,Cause,T36
E22,Positive_regulation,T62,Theme,T29
E22,Positive_regulation,T62,Cause,T38
E23,Positive_regulation,T63,Theme,T40
E23,Positive_regulation,T63,Cause,T42
E24,Positive_regulation,T63,Theme,T40
E24,Positive_regulation,T63,Cause,T45
E25,Cell_proliferation,T64,Theme,T46
E26,Positive_regulation,T65,Cause,T47
E26,Positive_regulation,T65,Theme,E27
E27,Positive_regulation,T66,Theme,T48
E28,Gene_expression,T67,Theme,T47
E29,Cell_transformation,T68
E30,Positive_regulation,T69,Cause,T49
E30,Positive_regulation,T69,Theme,E29
