event_id,event_type,src,relation,dst
E1,Pathway,T36,Participant,T1
E2,Synthesis,T37,Theme,T3
E3,Synthesis,T37,Theme,T4
E4,Glycolysis,T38
E5,Pathway,T39,Theme,T5
E6,Planned_process,T40,Instrument,T12
E6,Planned_process,T40,Theme,T8
E7,Planned_process,T40,Instrument,T12
E7,Planned_process,T40,Theme,T9
E8,Planned_process,T40,Instrument,T12
E8,Planned_process,T40,Theme,T10
E9,Planned_process,T40,Instrument,T12
E9,Planned_process,T40,Theme,T11
E10,Negative_regulation,T41,Theme,E11
E11,Pathway,T42,Participant,T13
E12,Positive_regulation,T43,Theme,E11
E12,Positive_regulation,T43,Cause,E13
E13,Pathway,T44,Participant,T16
E13,Pathway,T44,Participant2,T17
E14,Glycolysis,T45
E15,Pathway,T46,Participant,T19
E16,Localization,T47,Theme,T20
E17,Pathway,T48,Participant,T21
E17,Pathway,T48,Participant2,T22
E18,Pathway,T49,Participant,T26
E19,Synthesis,T50,Theme,T29
E20,Synthesis,T51,Theme,T30
E21,Pathway,T52,Participant,T34
E21,Pathway,T52,Participant2,T35
