event_id,event_type,src,relation,dst
E1,Positive_regulation,T57,Cause,T1
E1,Positive_regulation,T57,Theme,E2
E2,Gene_expression,T58,Theme,T2
E3,Planned_process,T59,Instrument,T4
E4,Positive_regulation,T60,Cause,T5
E4,Positive_regulation,T60,Theme,E5
E5,Breakdown,T61,Theme,T6
E6,Regulation,T62,Cause,T10
E6,Regulation,T62,Theme,E7
E7,Gene_expression,T63,Theme,T12
E8,Regulation,T64,Cause,T13
E8,Regulation,T64,Theme,E9
E9,Gene_expression,T65,Theme,T14
E10,Regulation,T66,Theme,E11
E10,Regulation,T66,Cause,T18
E11,Gene_expression,T67,Theme,T19
E12,Planned_process,T68,Theme,T21
E12,Planned_process,T68,Instrument,T22
E13,Planned_process,T69,Instrument,T25
E13,Planned_process,T69,Theme,T26
E14,Planned_process,T70,Theme,T26
E15,Cell_proliferation,T71,Theme,T28
E16,Positive_regulation,T72,Site,T73
E16,Positive_regulation,T72,Cause,T29
E16,Positive_regulation,T72,Theme,T30
E17,Planned_process,T74,Instrument,T31
E17,Planned_process,T74,Instrument,T73
E18,Positive_regulation,T75,Cause,T32
E18,Positive_regulation,T75,Theme,T33
E19,Positive_regulation,T76,Cause,T37
E19,Positive_regulation,T76,Theme,T38
E20,Positive_regulation,T77,Site,T78
E20,Positive_regulation,T77,Cause,T37
E20,Positive_regulation,T77,Theme,T41
E21,Planned_process,T79,Instrument,T42
E22,Positive_regulation,T80,Cause,E21
E22,Positive_regulation,T80,Theme,T43
E23,Planned_process,T81,Instrument,T45
E23,Planned_process,T81,Theme,T46
E24,Positive_regulation,T82,Theme,E25
E25,Cell_proliferation,T83,Theme,T47
E26,Negative_regulation,T84,Theme,E24
E27,Positive_regulation,T85,Theme,T50
E27,Positive_regulation,T85,Cause,E28
E28,Positive_regulation,T86,Cause,T49
E28,Positive_regulation,T86,Theme,E29
E29,Transcription,T87,Theme,T52
E30,Planned_process,T88,Instrument,T53
E30,Planned_process,T88,Theme,T54
E31,Positive_regulation,T89,Cause,E30
E31,Positive_regulation,T89,Theme,E32
E32,Gene_expression,T90,Theme,T56
