event_id,event_type,src,relation,dst
E1,DNA_methylation,T52,Theme,T2
E2,Gene_expression,T53,Theme,T2
E3,Planned_process,T54,Theme,T3
E4,Gene_expression,T55,Theme,T6
E5,Gene_expression,T56,Theme,T6
E6,Transcription,T57,Theme,T8
E7,Planned_process,T58,Theme,T11
E8,Transcription,T59,Theme,T15
E9,DNA_methylation,T61,Site,T60
E9,DNA_methylation,T61,Theme,T13
E10,Transcription,T62,Theme,T21
E11,Planned_process,T63,Instrument,T23
E11,Planned_process,T63,Theme,T22
E12,Positive_regulation,T64,Cause,E11
E12,Positive_regulation,T64,Theme,E13
E13,Positive_regulation,T65,Theme,E14
E14,Gene_expression,T66,Theme,T24
E15,Transcription,T67,Theme,T25
E16,DNA_demethylation,T68,Theme,T26
E17,Planned_process,T69,Theme,T28
E18,Gene_expression,T70,Theme,T32
E19,Transcription,T71,Theme,T33
E20,Infection,T72,Participant,T39
E20,Infection,T72,Theme,T40
E21,DNA_methylation,T73,Theme,T36
E22,DNA_methylation,T73,Theme,T38
E23,Planned_process,T74,Theme,T41
E24,Infection,T75,Participant,T42
E24,Infection,T75,Theme,T43
E25,Gene_expression,T76,Theme,T44
E26,DNA_methylation,T77,Theme,T46
E27,Gene_expression,T78,Theme,T47
E28,Positive_regulation,T79,Theme,E27
E29,Regulation,T80,Theme,E31
E30,Regulation,T80,Theme,E32
E31,DNA_methylation,T81,Theme,T49
E32,Transcription,T82,Theme,T50
E33,Gene_expression,T83,Theme,T51
E34,Regulation,T84,Theme,E33
E35,Transcription,T85,Theme,T51
