event_id,event_type,src,relation,dst
E1,Positive_regulation,T30,Theme,E2
E2,Localization,T31,Theme,T1
E3,Cell_transformation,T32,Theme,T3
E4,Positive_regulation,T33,Cause,T2
E4,Positive_regulation,T33,Theme,E3
E5,Cell_transformation,T34
E6,Positive_regulation,T35,Cause,T4
E6,Positive_regulation,T35,Theme,E5
E7,Cell_transformation,T36,Theme,T5
E8,Localization,T37,Theme,T6
E8,Localization,T37,ToLoc,T5
E9,Cell_transformation,T38,Theme,T8
E10,Positive_regulation,T39,Theme,E11
E11,Localization,T40,Theme,T14
E12,Positive_regulation,T41,Cause,T15
E12,Positive_regulation,T41,Theme,E10
E13,Infection,T42,Theme,T19
E13,Infection,T42,Participant,T20
E14,Positive_regulation,T43,Theme,E15
E14,Positive_regulation,T43,Cause,T21
E15,Localization,T44,Theme,T22
E16,Infection,T45,Participant,T21
E16,Infection,T45,Theme,T23
E17,Carcinogenesis,T46,AtLoc,T23
E18,Cell_transformation,T47,Theme,T23
E19,Positive_regulation,T48,Theme,E18
E20,Infection,T49,Participant,T21
E20,Infection,T49,Theme,T24
E21,Infection,T50,Theme,T25
E21,Infection,T50,Participant,T26
E22,Positive_regulation,T51,Theme,E24
E23,Positive_regulation,T52,Theme,E24
E24,Localization,T53,Theme,T29
