event_id,event_type,src,relation,dst
E1,Gene_expression,T32,Theme,T1
E2,Mutation,T33
E3,Regulation,T34,Cause,E2
E3,Regulation,T34,Theme,E4
E4,Development,T35,Theme,T3
E5,Mutation,T36,Theme,T5
E5,Mutation,T36,AtLoc,T7
E6,Mutation,T37
E7,Mutation,T38,Theme,T8
E7,Mutation,T38,AtLoc,T9
E8,Regulation,T39,Theme,E9
E8,Regulation,T39,Cause,E7
E9,Negative_regulation,T40,Theme,T10
E10,Cell_proliferation,T41,Theme,T12
E11,Negative_regulation,T42,Theme,E10
E11,Negative_regulation,T42,Cause,T11
E12,Negative_regulation,T43,Theme,T10
E12,Negative_regulation,T43,Cause,E13
E13,Mutation,T44
E14,Regulation,T45,Theme,E15
E14,Regulation,T45,Cause,E12
E15,Development,T46,Theme,T13
E16,Transcription,T47,Theme,T14
E17,Regulation,T48,Theme,E18
E18,Transcription,T49,Theme,T18
E19,Development,T50,Theme,T17
E20,Negative_regulation,T51,Theme,E21
E21,Transcription,T52,Theme,T19
E22,Mutation,T54,AtLoc,T25
E22,Mutation,T54,Site,T53
E22,Mutation,T54,Theme,T24
E23,Mutation,T55,Theme,T24
E23,Mutation,T55,Site,T53
E23,Mutation,T55,AtLoc,T26
E24,Mutation,T56
E25,Mutation,T57,Theme,T27
E25,Mutation,T57,Site,T58
E26,Regulation,T59,Cause,E25
E26,Regulation,T59,Theme,E27
E27,Development,T60,Theme,T28
E28,Negative_regulation,T61,Theme,E29
E29,Gene_expression,T62,Theme,T29
E30,Regulation,T63,Theme,E31
E31,Gene_expression,T64,Theme,T29
E32,Regulation,T65,Theme2,E33
E32,Regulation,T65,Cause,E31
E33,Development,T66,Theme,T28
