event_id,event_type,src,relation,dst
E1,Metastasis,T35,Theme,T1
E2,Metastasis,T36,Theme,T2
E3,Regulation,T37,Theme,E5
E4,Regulation,T37,Theme,E6
E5,Growth,T38,Theme,T3
E6,Metastasis,T39,Theme,T3
E7,Negative_regulation,T40,Theme,E9
E8,Negative_regulation,T40,Theme,E10
E9,Growth,T41,Theme,T5
E10,Metastasis,T42,ToLoc,T6
E10,Metastasis,T42,Theme,T5
E11,Positive_regulation,T43,Theme,E12
E12,Metastasis,T44,ToLoc,T7
E13,Development,T45,Theme,T8
E14,Negative_regulation,T46,Cause,E13
E14,Negative_regulation,T46,Theme,E16
E15,Negative_regulation,T46,Cause,E13
E15,Negative_regulation,T46,Theme,E17
E16,Localization,T47,Theme,T9
E17,Metastasis,T48,Theme,T9
E18,Localization,T49,AtLoc,T21
E18,Localization,T49,Theme,T17
E19,Localization,T49,AtLoc,T21
E19,Localization,T49,Theme,T18
E20,Localization,T49,AtLoc,T21
E20,Localization,T49,Theme,T19
E21,Regulation,T50,Cause,T22
E21,Regulation,T50,Theme,E23
E22,Regulation,T50,Cause,T22
E22,Regulation,T50,Theme,E24
E23,Localization,T51,Theme,T23
E24,Metastasis,T52,Theme,T23
E25,Positive_regulation,T53,Theme,T26
E26,Localization,T54,Theme,T27
E26,Localization,T54,ToLoc,T28
E27,Planned_process,T55,Theme,T29
