event_id,event_type,src,relation,dst
E1,Negative_regulation,T42,Cause,T1
E1,Negative_regulation,T42,Theme,T2
E2,Negative_regulation,T42,Cause,T1
E2,Negative_regulation,T42,Theme,E3
E3,Blood_vessel_development,T43
E4,Positive_regulation,T44,Cause,T5
E4,Positive_regulation,T44,Theme,E5
E5,Negative_regulation,T45,Theme,T6
E6,Negative_regulation,T46,Cause,T7
E6,Negative_regulation,T46,Theme,E7
E7,Blood_vessel_development,T47
E8,Positive_regulation,T48,Theme,E9
E8,Positive_regulation,T48,Cause,T7
E9,Breakdown,T49,Theme,T9
E10,Gene_expression,T50,Theme,T11
E11,Positive_regulation,T51,Cause,T12
E11,Positive_regulation,T51,Theme,E13
E12,Blood_vessel_development,T52
E13,Negative_regulation,T53,Theme,E12
E14,Positive_regulation,T54,Cause,T13
E14,Positive_regulation,T54,Theme,T15
E15,Positive_regulation,T54,Cause,T13
E15,Positive_regulation,T54,Theme,T18
E16,Positive_regulation,T55,Theme,T16
E17,Positive_regulation,T56,Theme,T19
E18,Negative_regulation,T57,Theme,T20
E19,Negative_regulation,T58,Theme,E20
E20,Blood_vessel_development,T59
E21,Negative_regulation,T60,Theme,E23
E22,Negative_regulation,T60,Theme,E24
E23,Gene_expression,T61,Theme,T22
E24,Binding,T62,Theme,T23
E24,Binding,T62,Theme,T24
E25,Positive_regulation,T63,Theme,E27
E26,Positive_regulation,T63,Theme,E28
E27,Gene_expression,T64,Theme,T26
E28,Gene_expression,T64,Theme,T25
E29,Regulation,T65,Theme,E30
E30,Binding,T66,Theme,T28
E30,Binding,T66,Theme,T27
E31,Binding,T67,Theme,T29
E31,Binding,T67,Theme,T30
E32,Positive_regulation,T68,Theme,T29
E33,Positive_regulation,T68,Theme,T30
E34,Positive_regulation,T69,Theme,T34
E35,Regulation,T70,Theme,E37
E36,Blood_vessel_development,T71
E37,Regulation,T72,Cause,T41
E37,Regulation,T72,Theme,E36
