event_id,event_type,src,relation,dst
E1,Positive_regulation,T47,Theme,E2
E2,Metastasis,T48
E3,Growth,T49,Theme,T4
E4,Planned_process,T50,Theme,T5
E4,Planned_process,T50,Theme2,T1
E5,Planned_process,T51,Theme,T7
E5,Planned_process,T51,Instrument,T9
E6,Metastasis,T52
E7,Planned_process,T53,Instrument,T16
E7,Planned_process,T53,Theme,T15
E8,Metastasis,T54
E9,Positive_regulation,T55,Theme,E8
E10,Growth,T56,Theme,T18
E11,Development,T57,Theme,T19
E12,Positive_regulation,T58,Theme,E14
E13,Positive_regulation,T58,Theme,E15
E14,Transcription,T59,Theme,T22
E15,Mutation,T60,Theme,T22
E16,Negative_regulation,T61,Theme,E18
E17,Negative_regulation,T61,Theme,E19
E18,Mutation,T62,Theme,T22
E19,Transcription,T63,Theme,T22
E20,Planned_process,T64,Theme,T23
E21,Planned_process,T65,Theme,T25
E22,Metastasis,T66
E23,Mutation,T67,Theme,T26
E24,Transcription,T68,Theme,T26
E25,Development,T69,Theme,T27
E26,Metastasis,T70
E27,Mutation,T71,Theme,T26
E28,Positive_regulation,T72,Theme,E27
E29,Positive_regulation,T73,Theme,E30
E30,Transcription,T74,Theme,T26
E31,Metastasis,T75
E32,Planned_process,T76,Theme,T33
E32,Planned_process,T76,Theme2,T34
E33,Planned_process,T77,Instrument,T36
E33,Planned_process,T77,Theme,T35
E34,Positive_regulation,T78,Theme,E36
E35,Positive_regulation,T78,Theme,E37
E36,Metastasis,T79
E37,Transcription,T80,Theme,T39
E38,Regulation,T81,Theme,T43
E38,Regulation,T81,Cause,T40
E39,Regulation,T81,Theme,T43
E39,Regulation,T81,Cause,T41
E40,Planned_process,T82,Theme,T43
E41,Positive_regulation,T83,Theme,E42
E42,Metastasis,T84
