event_id,event_type,src,relation,dst
E1,Regulation,T54,Theme,E2
E2,Cell_death,T55,Theme,T3
E3,Cell_death,T56
E4,Regulation,T57,Theme,E5
E5,Death,T58,Theme,T4
E6,Positive_regulation,T59,Theme,E5
E6,Positive_regulation,T59,Cause,T5
E7,Positive_regulation,T59,Theme,E5
E7,Positive_regulation,T59,Cause,T7
E8,Positive_regulation,T60,Theme,E9
E8,Positive_regulation,T60,Cause,E3
E9,Breakdown,T61,Theme,T8
E10,Death,T62,Theme,T11
E11,Gene_expression,T63,Theme,T13
E12,Gene_expression,T63,Theme,T14
E13,Gene_expression,T63,Theme,T16
E14,Gene_expression,T64,Theme,T27
E15,Gene_expression,T65,Theme,T28
E16,Gene_expression,T65,Theme,T29
E17,Gene_expression,T66,Theme,T27
E18,Gene_expression,T66,Theme,T28
E19,Gene_expression,T66,Theme,T29
E20,Gene_expression,T67,Theme,T35
E21,Gene_expression,T68,Theme,T39
E22,Death,T69,Theme,T40
E23,Death,T69,Theme,T41
E24,Death,T70,Theme,T43
E25,Regulation,T71,Theme,E26
E26,Cell_death,T72,Theme,T48
