event_id,event_type,src,relation,dst
E1,Positive_regulation,T57,Theme,E3
E2,Positive_regulation,T57,Theme,E4
E3,Transcription,T58,Theme,T1
E4,Transcription,T58,Theme,T2
E5,Mutation,T59,AtLoc,T3
E5,Mutation,T59,Theme,T1
E6,Mutation,T59,AtLoc,T3
E6,Mutation,T59,Theme,T2
E7,Metastasis,T60
E8,Negative_regulation,T61,Cause,T5
E8,Negative_regulation,T61,Theme,E9
E9,Metastasis,T62
E10,Negative_regulation,T63,Theme,E11
E11,Gene_expression,T64,Theme,T7
E12,Positive_regulation,T65,Theme,E13
E13,Metastasis,T66,ToLoc,T8
E13,Metastasis,T66,Theme,T10
E14,Mutation,T67,Theme,T15
E14,Mutation,T67,AtLoc,T16
E15,Negative_regulation,T68,Cause,T17
E15,Negative_regulation,T68,Theme,E16
E16,Metastasis,T69,Theme,T18
E17,Transcription,T70,Theme,T19
E18,Positive_regulation,T71,Theme,E17
E19,Metastasis,T72,Theme,T20
E20,Mutation,T73,Theme,T21
E20,Mutation,T73,AtLoc,T23
E21,Negative_regulation,T74,Theme,T26
E21,Negative_regulation,T74,Cause,E28
E22,Negative_regulation,T74,Theme,T27
E22,Negative_regulation,T74,Cause,E28
E23,Negative_regulation,T74,Theme,T26
E23,Negative_regulation,T74,Cause,E29
E24,Negative_regulation,T74,Theme,T27
E24,Negative_regulation,T74,Cause,E29
E25,Negative_regulation,T74,Theme,T27
E25,Negative_regulation,T74,Cause,E30
E26,Negative_regulation,T74,Theme,T26
E26,Negative_regulation,T74,Cause,E30
E27,Metastasis,T75
E28,Mutation,T76
E29,Transcription,T77,Theme,T26
E30,Transcription,T77,Theme,T27
E31,Transcription,T78,Theme,T31
E32,Transcription,T78,Theme,T33
E33,Mutation,T79,Theme,T31
E33,Mutation,T79,AtLoc,T32
E34,Mutation,T79,Theme,T33
E34,Mutation,T79,AtLoc,T34
E35,Negative_regulation,T80,Theme,E37
E35,Negative_regulation,T80,Cause,E33
E36,Negative_regulation,T80,Theme,E37
E36,Negative_regulation,T80,Cause,E34
E37,Negative_regulation,T81,Theme,T30
E38,Transcription,T82,Theme,T35
E39,Transcription,T82,Theme,T36
E40,Transcription,T83,Theme,T37
E41,Positive_regulation,T84,Theme,E40
E42,Transcription,T85,Theme,T39
E43,Positive_regulation,T86,Theme,E42
E44,Positive_regulation,T87,Theme,E46
E45,Positive_regulation,T87,Theme,E47
E46,Transcription,T88,Theme,T37
E47,Transcription,T88,Theme,T39
E48,Metastasis,T89,Theme,T42
E49,Mutation,T90,Theme,T43
E49,Mutation,T90,AtLoc,T44
E50,Regulation,T91,Theme,E53
E50,Regulation,T91,Cause,T45
E51,Regulation,T91,Theme,E53
E51,Regulation,T91,Cause,T46
E52,Metastasis,T92,Theme,T47
E53,Negative_regulation,T93,Theme,E52
E54,Mutation,T94,Theme,T48
E55,Metastasis,T95,Theme,T49
E56,Metastasis,T96
E57,Negative_regulation,T97,Cause,T50
E57,Negative_regulation,T97,Theme,E56
E58,Gene_expression,T98,Theme,T53
E59,Metastasis,T99
E60,Negative_regulation,T100,Cause,T55
E60,Negative_regulation,T100,Theme,E59
