event_id,event_type,src,relation,dst
E1,Gene_expression,T39,Theme,T1
E2,Metastasis,T40,Theme,T3
E3,Metastasis,T41
E4,Metastasis,T42
E5,Gene_expression,T43,Theme,T8
E6,Gene_expression,T43,Theme,T10
E7,Gene_expression,T43,Theme,T12
E8,Gene_expression,T43,Theme,T13
E9,Gene_expression,T44,Theme,T19
E10,Metastasis,T45,Theme,T20
E11,Gene_expression,T46,Theme,T22
E12,Gene_expression,T47,Theme,T25
E13,Metastasis,T48
E14,Gene_expression,T49,Theme,T28
E15,Metastasis,T50,ToLoc,T29
E16,Gene_expression,T51,Theme,T32
E17,Death,T52,Theme,T33
E18,Death,T52,Theme,T35
E19,Gene_expression,T53,Theme,T34
E20,Gene_expression,T54,Theme,T37
E21,Regulation,T55,Cause,E20
E21,Regulation,T55,Theme,E22
E22,Metastasis,T56,Theme,T38
