event_id,event_type,src,relation,dst
E1,Cell_transformation,T48,Theme,T3
E2,Localization,T49,Theme,T7
E2,Localization,T49,ToLoc,T5
E3,Localization,T50,Theme,T9
E4,Localization,T51,Theme,T10
E4,Localization,T51,ToLoc,T11
E5,Regulation,T52,Theme,E4
E5,Regulation,T52,Cause,T12
E6,Carcinogenesis,T53
E7,Development,T54,Theme,T15
E8,Planned_process,T55,Instrument,T19
E8,Planned_process,T55,Theme,T22
E9,Planned_process,T55,Instrument,T19
E9,Planned_process,T55,Theme,T21
E10,Planned_process,T56,Theme,T22
E11,Planned_process,T56,Theme,T21
E12,Planned_process,T57,Instrument,T25
E12,Planned_process,T57,Theme,T26
E13,Cell_transformation,T58,Theme,T29
E14,Cell_proliferation,T59,Theme,T29
E15,Localization,T60,Theme,T29
E16,Cell_proliferation,T61,Theme,T32
E17,Cell_proliferation,T61,Theme,T31
E18,Localization,T62,Theme,T32
E19,Localization,T62,Theme,T31
E20,Carcinogenesis,T63,AtLoc,T35
E21,Negative_regulation,T64,Theme,E22
E22,Gene_expression,T65,Theme,T38
E23,Gene_expression,T66,Theme,T40
E24,Gene_expression,T66,Theme,T39
E25,Negative_regulation,T67,Theme,E24
E26,Negative_regulation,T67,Theme,E23
E27,Regulation,T68,Theme,E28
E27,Regulation,T68,Cause,T37
E28,Localization,T69,Theme,T37
E29,Positive_regulation,T70,Cause,T43
E29,Positive_regulation,T70,Theme,T44
E30,Positive_regulation,T70,Cause,T43
E30,Positive_regulation,T70,Theme,T45
E31,Positive_regulation,T71,Cause,T46
E31,Positive_regulation,T71,Theme,T47
