event_id,event_type,src,relation,dst
E1,Positive_regulation,T34,Cause,T1
E1,Positive_regulation,T34,Theme,E3
E2,Positive_regulation,T34,Cause,T1
E2,Positive_regulation,T34,Theme,E5
E3,Cell_differentiation,T35,Theme,T2
E4,Cell_proliferation,T36,Theme,T2
E5,Negative_regulation,T37,Theme,E4
E6,Negative_regulation,T38,Theme,T3
E7,Carcinogenesis,T39
E8,Mutation,T40
E9,Positive_regulation,T41,Theme,E10
E9,Positive_regulation,T41,Cause,E8
E10,Carcinogenesis,T42,AtLoc,T6
E11,Regulation,T43,Theme,E12
E12,Carcinogenesis,T44
E13,Negative_regulation,T45,Theme,E17
E13,Negative_regulation,T45,Cause,T11
E14,Negative_regulation,T45,Theme,E17
E14,Negative_regulation,T45,Cause,T10
E15,Negative_regulation,T45,Theme,E17
E15,Negative_regulation,T45,Cause,T9
E16,Negative_regulation,T45,Theme,E17
E16,Negative_regulation,T45,Cause,T8
E17,Carcinogenesis,T46,Theme,T12
E18,Carcinogenesis,T47
E19,Negative_regulation,T48,Cause,T13
E19,Negative_regulation,T48,Theme,E20
E20,Carcinogenesis,T49,Theme,T14
E21,Positive_regulation,T50,Cause,T16
E21,Positive_regulation,T50,Theme,E23
E22,Positive_regulation,T50,Cause,T16
E22,Positive_regulation,T50,Theme,E25
E23,Cell_differentiation,T51,Theme,T18
E24,Cell_proliferation,T52,Theme,T18
E25,Negative_regulation,T53,Theme,E24
E26,Negative_regulation,T54,Theme,T20
E27,Regulation,T55,Theme,T22
E28,Positive_regulation,T56,Theme,E30
E28,Positive_regulation,T56,Cause,T25
E29,Positive_regulation,T56,Theme,E30
E29,Positive_regulation,T56,Cause,T24
E30,Positive_regulation,T57,Theme,E31
E31,Cell_differentiation,T58,Theme,T26
