event_id,event_type,src,relation,dst
E1,Gene_expression,T31,Theme,T1
E2,Growth,T32,Theme,T3
E3,Gene_expression,T33,Theme,T6
E4,Planned_process,T34,Theme,T9
E5,Gene_expression,T35,Theme,T10
E5,Gene_expression,T35,Theme2,T11
E6,Gene_expression,T36,Theme,T13
E7,Gene_expression,T37,Theme,T16
E8,Gene_expression,T38,Theme,T18
E9,Gene_expression,T39,Theme,T20
E10,Gene_expression,T40,Theme,T22
E11,Gene_expression,T41,Theme,T23
E12,Gene_expression,T42,Theme,T26
E12,Gene_expression,T42,Theme2,T27
E13,Gene_expression,T43,Theme,T28
E14,Regulation,T44,Cause,T29
E14,Regulation,T44,Theme,T30
