event_id,event_type,src,relation,dst
E1,Regulation,T47,Theme,E2
E1,Regulation,T47,Cause,T3
E2,Cell_death,T48,Theme,T2
E3,Cell_death,T49
E4,Death,T50,Theme,T4
E5,Regulation,T51,Cause,E3
E5,Regulation,T51,Theme,T5
E6,Regulation,T52,Cause,T6
E6,Regulation,T52,Theme,E7
E7,Cell_death,T53,Theme,T9
E8,Regulation,T54,Theme,E9
E9,Cell_death,T55
E10,Positive_regulation,T56,Theme,T10
E11,Positive_regulation,T57,Cause,T13
E11,Positive_regulation,T57,Theme,T15
E12,Breakdown,T58,Theme,T17
E13,Localization,T59,Theme,T19
E14,Breakdown,T60,Theme,T22
E15,Cell_death,T61
E16,Breakdown,T62,Theme,T24
E17,Planned_process,T63,Theme,T25
E17,Planned_process,T63,Instrument,T26
E17,Planned_process,T63,Instrument2,T27
E18,Planned_process,T63,Theme,T25
E18,Planned_process,T63,Instrument,T28
E19,Planned_process,T64,Instrument,T29
E19,Planned_process,T64,Theme,T31
E20,Planned_process,T64,Instrument,T30
E20,Planned_process,T64,Theme,T31
E21,Negative_regulation,T65,Theme,E22
E21,Negative_regulation,T65,Cause,E20
E22,Positive_regulation,T66,Theme,E23
E23,Breakdown,T67,Theme,T32
E24,Localization,T68,Theme,T33
E24,Localization,T68,Theme2,T35
E25,Localization,T69,Theme,T37
E25,Localization,T69,Theme2,T38
E26,Cell_death,T70
E27,Negative_regulation,T71,Theme,E26
E28,Localization,T72,Theme,T39
E29,Localization,T72,Theme,T40
E30,Cell_death,T73
E31,Positive_regulation,T74,Theme,E30
E31,Positive_regulation,T74,Cause,E33
E32,Positive_regulation,T74,Theme,E30
E32,Positive_regulation,T74,Cause,E34
E33,Planned_process,T75,Instrument,T41
E34,Planned_process,T75,Instrument,T42
E35,Planned_process,T76,Instrument,T43
E36,Positive_regulation,T77,Theme,E38
E37,Negative_regulation,T78,Theme,E38
E38,Cell_death,T79,Theme,T44
