event_id,event_type,src,relation,dst
E1,Localization,T42,Theme,T3
E2,Planned_process,T43,Theme,T8
E3,Planned_process,T44,Theme,T9
E4,Planned_process,T45,Theme,T10
E5,Localization,T46,Theme,T13
E6,Planned_process,T47,Theme,T14
E7,Positive_regulation,T48,Cause,T16
E7,Positive_regulation,T48,Theme,T17
E8,Mutation,T49,Theme,T20
E9,Planned_process,T50,Theme,T22
E10,Metastasis,T51,ToLoc,T29
E10,Metastasis,T51,Theme,T28
E11,Positive_regulation,T52,Cause,T31
E11,Positive_regulation,T52,Theme,T32
E12,Planned_process,T53,Theme,T34
E13,Positive_regulation,T54,Theme,T35
E14,Localization,T55,Theme,T40
