event_id,event_type,src,relation,dst
E1,Localization,T31,AtLoc,T2
E1,Localization,T31,Theme,T3
E2,Metastasis,T32
E3,Gene_expression,T33,Theme,T5
E4,Metastasis,T34,Theme,T6
E5,Gene_expression,T35,Theme,T7
E6,Metastasis,T36,ToLoc,T8
E7,Gene_expression,T37,Theme,T9
E8,Planned_process,T38,Theme,T10
E9,Metastasis,T39,ToLoc,T11
E10,Gene_expression,T40,Theme,T12
E11,Metastasis,T41,ToLoc,T14
E12,Gene_expression,T42,Theme,T15
E13,Metastasis,T43,ToLoc,T17
E14,Gene_expression,T44,Theme,T18
E15,Death,T45,Theme,T20
E16,Gene_expression,T46,Theme,T21
E17,Death,T47,Theme,T23
E18,Gene_expression,T48,Theme,T24
E19,Death,T49,Theme,T25
E20,Gene_expression,T50,Theme,T26
E21,Gene_expression,T51,Theme,T28
E22,Metastasis,T52,ToLoc,T29
E23,Death,T53,Theme,T30
