event_id,event_type,src,relation,dst
E1,Regulation,T37,Cause,T1
E1,Regulation,T37,Theme,E3
E2,Regulation,T37,Cause,T1
E2,Regulation,T37,Theme,E4
E3,Development,T38,Theme,T3
E4,Development,T38,Theme,T2
E5,Gene_expression,T39,Theme,T5
E6,Remodeling,T40,Theme,T8
E7,Blood_vessel_development,T41
E8,Regulation,T42,Theme,T10
E9,Gene_expression,T43,Theme,T13
E10,Mutation,T44,Theme,T13
E11,Mutation,T45,Theme,T13
E12,Gene_expression,T46,Theme,T16
E13,Mutation,T47,Theme,T16
E14,Positive_regulation,T48,Cause,E12
E14,Positive_regulation,T48,Theme,E16
E15,Positive_regulation,T48,Cause,E12
E15,Positive_regulation,T48,Theme,E17
E16,Localization,T49,Theme,T17
E17,Development,T50,Theme,T18
E18,Negative_regulation,T52,Theme,E19
E19,Binding,T53,Theme,T22
E19,Binding,T53,Theme,T21
E20,Regulation,T54,Theme,E21
E21,Development,T55,Theme,T23
E22,Gene_expression,T56,Theme,T24
E23,Binding,T57,Theme,T25
E23,Binding,T57,Theme,T24
E23,Binding,T57,Theme2,T26
E24,Binding,T59,Theme,T27
E24,Binding,T59,Site,T58
E25,Positive_regulation,T60,Cause,T27
E25,Positive_regulation,T60,Theme,T28
E26,Development,T61,Theme,T30
E27,Development,T61,Theme,T31
E28,Regulation,T62,Cause,T32
E28,Regulation,T62,Theme,E30
E29,Regulation,T62,Cause,T32
E29,Regulation,T62,Theme,E31
E30,Localization,T63,Theme,T33
E31,Development,T64,Theme,T33
E32,Development,T65,Theme,T34
E33,Regulation,T66,Theme,T35
E33,Regulation,T66,Cause,E34
E34,Regulation,T67,Cause,T32
E34,Regulation,T67,Theme,T36
