event_id,event_type,src,relation,dst
E1,Positive_regulation,T42,Cause,T2
E1,Positive_regulation,T42,Theme,E2
E2,Cell_proliferation,T43,Theme,T3
E3,Negative_regulation,T44,Cause,T2
E3,Negative_regulation,T44,Theme,E4
E4,Cell_differentiation,T45,Theme,T3
E5,Positive_regulation,T46,Cause,T4
E5,Positive_regulation,T46,Theme,E6
E6,Carcinogenesis,T47
E7,Regulation,T48,Cause,T5
E7,Regulation,T48,Theme,E8
E8,Pathway,T49,Participant,T6
E9,Negative_regulation,T50,Cause,T6
E9,Negative_regulation,T50,Theme,E10
E10,Cell_proliferation,T51,Theme,T8
E11,Cell_proliferation,T52,Theme,T8
E12,Regulation,T53,Theme,E11
E12,Regulation,T53,Cause,T6
E13,Negative_regulation,T54,Cause,T9
E13,Negative_regulation,T54,Theme,T10
E14,Pathway,T55
E15,Negative_regulation,T56,Theme,E17
E15,Negative_regulation,T56,Cause,T9
E16,Cell_proliferation,T57,Theme,T8
E17,Negative_regulation,T58,Theme,E16
E17,Negative_regulation,T58,Cause,E14
E18,Negative_regulation,T59,Cause,T11
E18,Negative_regulation,T59,CSite,T60
E18,Negative_regulation,T59,Theme,E14
E19,Binding,T61,Theme,T12
E19,Binding,T61,Site,T60
E19,Binding,T61,Theme2,T13
E20,Regulation,T62,Cause,T13
E20,Regulation,T62,Theme,E21
E21,Pathway,T63,Participant,T15
E22,Negative_regulation,T64,Theme,T16
E22,Negative_regulation,T64,Cause,T12
E23,Negative_regulation,T65,Cause,T17
E23,Negative_regulation,T65,Theme,T18
E24,Pathway,T66,Participant,T18
E25,Negative_regulation,T67,Cause,E26
E25,Negative_regulation,T67,Theme,T20
E26,Binding,T68,Theme,T19
E26,Binding,T68,Theme2,T21
E27,Binding,T69,Theme,T22
E27,Binding,T69,Theme2,T23
E27,Binding,T69,Site,T70
E28,Binding,T71,Theme,T22
E28,Binding,T71,Theme2,T23
E29,Positive_regulation,T72,Cause,E28
E29,Positive_regulation,T72,Theme,E30
E30,Negative_regulation,T73,Theme,E31
E31,Pathway,T74,Participant,T27
E32,Negative_regulation,T75,Theme,E34
E32,Negative_regulation,T75,Cause,T30
E33,Positive_regulation,T76,Cause,T32
E33,Positive_regulation,T76,Theme,E34
E34,Negative_regulation,T77,Theme,E35
E35,Pathway,T78,Participant,T33
E36,Regulation,T79,Cause,T34
E36,Regulation,T79,Theme,E37
E37,Negative_regulation,T80,Cause,T35
E37,Negative_regulation,T80,Theme,E35
E38,Binding,T81,Theme,T36
E39,Positive_regulation,T82,Cause,T37
E39,Positive_regulation,T82,Theme,E40
E40,Carcinogenesis,T83
E41,Planned_process,T84,Theme,T40
E41,Planned_process,T84,Theme2,T41
E42,Positive_regulation,T85,Cause,T39
E42,Positive_regulation,T85,Theme,T40
E43,Positive_regulation,T85,Cause,T39
E43,Positive_regulation,T85,Theme,T41
