event_id,event_type,src,relation,dst
E1,Negative_regulation,T25,Cause,T1
E1,Negative_regulation,T25,Theme,E2
E2,Carcinogenesis,T26
E3,Negative_regulation,T27,Theme,T2
E4,Blood_vessel_development,T28
E5,Carcinogenesis,T29
E6,Positive_regulation,T30,Theme,E4
E7,Blood_vessel_development,T31
E8,Blood_vessel_development,T32
E9,Regulation,T33,Cause,T3
E9,Regulation,T33,Theme,E12
E10,Blood_vessel_development,T34
E11,Negative_regulation,T35,Theme,E10
E11,Negative_regulation,T35,Cause,T3
E12,Carcinogenesis,T36
E13,Planned_process,T37,Theme,T6
E14,Gene_expression,T38,Theme,T5
E15,Mutation,T39,Theme,T5
E16,Carcinogenesis,T40,AtLoc,T7
E17,Gene_expression,T41,Theme,T8
E18,Positive_regulation,T42,Theme,E17
E19,Carcinogenesis,T43
E20,Blood_vessel_development,T44
E21,Positive_regulation,T45,Theme,T11
E22,Gene_expression,T46,Theme,T13
E23,Positive_regulation,T47,Cause,E22
E23,Positive_regulation,T47,Theme,E24
E24,Carcinogenesis,T48,AtLoc,T14
E25,Positive_regulation,T49,Theme,E26
E25,Positive_regulation,T49,Cause,E22
E26,Development,T50,Theme,T15
E27,Blood_vessel_development,T51
E28,Development,T52,Theme,T16
E29,Blood_vessel_development,T53,AtLoc,T17
E30,Positive_regulation,T54,Theme,E29
E31,Positive_regulation,T54,Theme,E28
E32,Gene_expression,T55,Theme,T18
E33,Gene_expression,T56,Theme,T20
E34,Regulation,T57,Cause,E33
E34,Regulation,T57,Theme,E36
E35,Regulation,T57,Cause,E33
E35,Regulation,T57,Theme,E37
E36,Cell_differentiation,T58,AtLoc,T21
E37,Growth,T59,Theme,T21
E38,Cell_death,T60,Theme,T22
E39,Negative_regulation,T61,Theme,E38
E39,Negative_regulation,T61,Cause,E33
E40,Blood_vessel_development,T62
E41,Carcinogenesis,T63
E42,Positive_regulation,T64,Theme,E43
E43,Gene_expression,T65,Theme,T23
E44,Negative_regulation,T66,Theme,T24
E44,Negative_regulation,T66,Cause,E42
