event_id,event_type,src,relation,dst
E1,Positive_regulation,T58,Theme,E3
E1,Positive_regulation,T58,Cause,T2
E2,Positive_regulation,T58,Theme,E3
E2,Positive_regulation,T58,Cause,T1
E3,Localization,T59,Theme,T3
E3,Localization,T59,ToLoc,T5
E4,Regulation,T60,Cause,E10
E4,Regulation,T60,Theme,E11
E5,Regulation,T60,Cause,E9
E5,Regulation,T60,Theme,E11
E6,Regulation,T60,Cause,E10
E6,Regulation,T60,Theme,E12
E7,Regulation,T60,Cause,E9
E7,Regulation,T60,Theme,E12
E8,Regulation,T60,Cause,E10
E8,Regulation,T60,Theme,T15
E9,Planned_process,T61,Theme,T13
E9,Planned_process,T61,Instrument,T9
E10,Planned_process,T61,Theme,T13
E10,Planned_process,T61,Instrument,T11
E11,Cell_proliferation,T62,Theme,T13
E12,Metabolism,T63,Theme,T15
E13,Planned_process,T64,Instrument,T15
E13,Planned_process,T64,Theme,T17
E14,Planned_process,T65,Instrument,T36
E15,Planned_process,T65,Instrument,T35
E16,Positive_regulation,T66,Theme,E18
E16,Positive_regulation,T66,Cause,T39
E17,Positive_regulation,T66,Theme,E18
E17,Positive_regulation,T66,Cause,T40
E18,Phosphorylation,T67,Theme,T41
E19,Positive_regulation,T68,Theme,T45
E20,Planned_process,T69,Theme,T46
E20,Planned_process,T69,Instrument,T48
E21,Planned_process,T69,Theme,T46
E21,Planned_process,T69,Instrument,T47
E22,Positive_regulation,T70,Theme,E24
E22,Positive_regulation,T70,Cause,T50
E23,Positive_regulation,T70,Theme,E24
E23,Positive_regulation,T70,Cause,T49
E24,Metabolism,T71,Theme,T52
E25,Negative_regulation,T72,Cause,T55
E25,Negative_regulation,T72,Theme,T56
