event_id,event_type,src,relation,dst
E1,Cell_transformation,T42
E2,Positive_regulation,T43,Theme,E1
E2,Positive_regulation,T43,Cause,T1
E3,Positive_regulation,T44,Cause,E4
E3,Positive_regulation,T44,Theme,E2
E4,Localization,T45,AtLoc,T2
E4,Localization,T45,Theme,T1
E5,Regulation,T46,Cause,T3
E5,Regulation,T46,Theme,E8
E6,Regulation,T46,Cause,T3
E6,Regulation,T46,Theme,E9
E7,Regulation,T46,Cause,T3
E7,Regulation,T46,Theme,E10
E8,Cell_differentiation,T47,Theme,T5
E9,Cell_proliferation,T48,Theme,T5
E10,Cell_death,T49,Theme,T5
E11,Regulation,T50,Cause,T7
E11,Regulation,T50,Theme,E12
E12,Binding,T51,Theme,T8
E13,Catabolism,T52,Theme,T11
E14,Catabolism,T53,Theme,T11
E15,Localization,T54,Theme,T13
E15,Localization,T54,FromLoc,T12
E15,Localization,T54,ToLoc,T15
E16,Positive_regulation,T55,Theme,T21
E17,Regulation,T56,Cause,E16
E17,Regulation,T56,Theme,E18
E18,Carcinogenesis,T57,Theme,T23
E19,Gene_expression,T58,Theme,T24
E20,Localization,T59,ToLoc,T26
E20,Localization,T59,Theme,T25
E21,Positive_regulation,T60,Theme,E22
E21,Positive_regulation,T60,Cause,T27
E22,Cell_transformation,T61
E23,Cell_transformation,T62,Theme,T33
E24,Positive_regulation,T63,Theme,E23
E24,Positive_regulation,T63,Cause,T30
E25,Positive_regulation,T63,Theme,E23
E25,Positive_regulation,T63,Cause,T29
E26,Cell_transformation,T64,Theme,T33
E27,Positive_regulation,T65,Cause,T31
E27,Positive_regulation,T65,Theme,E26
E28,Localization,T66,Theme,T35
E28,Localization,T66,AtLoc,T36
E29,Positive_regulation,T67,Theme,E30
E29,Positive_regulation,T67,Cause,T35
E30,Cell_transformation,T68,Theme,T37
E31,Positive_regulation,T69,Cause,T38
E31,Positive_regulation,T69,Theme,E32
E32,Cell_transformation,T70
E33,Cell_transformation,T71,Theme,T39
E34,Positive_regulation,T72,Theme,E33
E34,Positive_regulation,T72,Cause,T40
E35,Regulation,T73,Cause,T41
E35,Regulation,T73,Theme,E34
