event_id,event_type,src,relation,dst
E1,Positive_regulation,T46,Theme,E2
E1,Positive_regulation,T46,Cause,T1
E2,Cell_proliferation,T47,Theme,T4
E3,Positive_regulation,T48,Theme,E5
E3,Positive_regulation,T48,Cause,T1
E4,Positive_regulation,T48,Theme,E5
E4,Positive_regulation,T48,Cause,T7
E5,Cell_transformation,T49,Theme,T5
E6,Localization,T50,Theme,T8
E6,Localization,T50,AtLoc,T13
E7,Localization,T50,Theme,T8
E7,Localization,T50,AtLoc,T14
E8,Positive_regulation,T51,Cause,T15
E8,Positive_regulation,T51,Theme,E9
E9,Cell_transformation,T52,Theme,T17
E10,Planned_process,T53,Theme,T17
E11,Positive_regulation,T54,Theme,E12
E11,Positive_regulation,T54,Cause,T15
E12,Carcinogenesis,T55,AtLoc,T19
E13,Regulation,T56,Cause,T20
E13,Regulation,T56,Theme,E17
E14,Regulation,T56,Cause,T20
E14,Regulation,T56,Theme,E18
E15,Regulation,T56,Cause,T20
E15,Regulation,T56,Theme,E19
E16,Cell_proliferation,T57,Theme,T21
E17,Negative_regulation,T58,Theme,E16
E18,Cell_differentiation,T59,Theme,T21
E19,Cell_death,T60
E20,Regulation,T61,Cause,T23
E20,Regulation,T61,Theme,E22
E21,Regulation,T61,Cause,T23
E21,Regulation,T61,Theme,E24
E22,Cell_proliferation,T62,Theme,T24
E23,Cell_proliferation,T63,Theme,T25
E24,Regulation,T64,Theme,E23
E25,Planned_process,T65,Theme,T27
E26,Positive_regulation,T66,Cause,T29
E26,Positive_regulation,T66,Theme,E27
E27,Cell_proliferation,T67,Theme,T31
E28,Positive_regulation,T68,Theme,E29
E28,Positive_regulation,T68,Cause,T29
E29,Cell_division,T69,Theme,T34
E30,Infection,T70,Participant,T36
E30,Infection,T70,Theme,T35
E31,Infection,T71,Theme,T37
E32,Regulation,T72,Theme,E34
E32,Regulation,T72,Cause,T38
E33,Regulation,T72,Theme,E34
E33,Regulation,T72,Cause,T40
E34,Cell_transformation,T73,Theme,T41
E35,Positive_regulation,T74,Cause,T42
E35,Positive_regulation,T74,Theme,E36
E36,Cell_proliferation,T75,Theme,T43
E37,Cell_transformation,T76,Theme,T45
