event_id,event_type,src,relation,dst
E1,Negative_regulation,T28,Theme,E2
E2,Cell_proliferation,T29,Theme,T1
E3,Blood_vessel_development,T30
E4,Growth,T31,Theme,T5
E5,Localization,T32,Theme,T5
E6,Development,T33,Theme,T5
E7,Positive_regulation,T34,Cause,E3
E7,Positive_regulation,T34,Theme,E9
E8,Positive_regulation,T34,Cause,E3
E8,Positive_regulation,T34,Theme,E10
E9,Growth,T35,Theme,T6
E10,Metastasis,T36,Theme,T6
E11,Blood_vessel_development,T37,AtLoc,T7
E12,Blood_vessel_development,T38
E13,Blood_vessel_development,T39
E14,Regulation,T40,Theme,E16
E14,Regulation,T40,Cause,T10
E15,Regulation,T40,Theme,E16
E15,Regulation,T40,Cause,T9
E16,Cell_proliferation,T41,Theme,T11
E17,Planned_process,T42,Theme,T15
E17,Planned_process,T42,Instrument,T14
E18,Planned_process,T42,Theme,T15
E18,Planned_process,T42,Instrument,T13
E19,Planned_process,T43,Instrument,T17
E19,Planned_process,T43,Theme,T20
E20,Negative_regulation,T44,Cause,T22
E20,Negative_regulation,T44,Theme,E21
E21,Cell_proliferation,T45,Theme,T23
E22,Positive_regulation,T46,Cause,T24
E22,Positive_regulation,T46,Theme,T25
E23,Positive_regulation,T46,Cause,T24
E23,Positive_regulation,T46,Theme,T26
E24,Planned_process,T47,Theme,T25
E25,Cell_proliferation,T48,Theme,T27
E26,Blood_vessel_development,T49
