event_id,event_type,src,relation,dst
E1,Cell_transformation,T33
E2,Positive_regulation,T34,Cause,T3
E2,Positive_regulation,T34,Theme,E3
E3,Cell_transformation,T35,Theme,T5
E4,Mutation,T36,Theme,T6
E4,Mutation,T36,Site,T40
E5,Mutation,T36,Theme,T6
E5,Mutation,T36,Site,T41
E6,Positive_regulation,T37,Cause,T8
E6,Positive_regulation,T37,Theme,E7
E7,Cell_transformation,T38,Theme,T10
E8,Cell_transformation,T39
E9,Binding,T43,Theme,T6
E9,Binding,T43,Site,T42
E9,Binding,T43,Theme2,T11
E10,Regulation,T44,Cause,T6
E10,Regulation,T44,CSite,T42
E10,Regulation,T44,Theme,E12
E11,Regulation,T44,Cause,T6
E11,Regulation,T44,CSite,T42
E11,Regulation,T44,Theme,E13
E12,Positive_regulation,T45,Theme,T13
E13,Positive_regulation,T45,Theme,T14
E14,Mutation,T47,Site,T46
E14,Mutation,T47,Theme,T16
E15,Positive_regulation,T48,Theme,E16
E15,Positive_regulation,T48,Cause,T15
E16,Negative_regulation,T49,Theme,E17
E17,Cell_proliferation,T50,Theme,T17
E18,Mutation,T51,Site,T52
E18,Mutation,T51,Theme,T18
E19,Positive_regulation,T53,Cause,E18
E19,Positive_regulation,T53,Theme,E21
E20,Positive_regulation,T53,Cause,E18
E20,Positive_regulation,T53,Theme,T22
E21,Cell_proliferation,T54,Theme,T21
E22,Cell_transformation,T55,Theme,T23
E23,Cell_transformation,T55,Theme,T24
E24,Cell_proliferation,T56,Theme,T24
E25,Cell_proliferation,T56,Theme,T23
E26,Negative_regulation,T57,Theme,E24
E27,Negative_regulation,T57,Theme,E25
E28,Positive_regulation,T58,Theme,E30
E28,Positive_regulation,T58,Cause,T28
E29,Positive_regulation,T58,Theme,E30
E29,Positive_regulation,T58,Cause,T27
E30,Cell_proliferation,T59,Theme,T29
E31,Negative_regulation,T60,Theme,E33
E31,Negative_regulation,T60,Cause,T27
E32,Negative_regulation,T60,Theme,E33
E32,Negative_regulation,T60,Cause,T28
E33,Gene_expression,T61,Theme,T31
