event_id,event_type,src,relation,dst
E1,Positive_regulation,T40,Theme,T4
E2,Localization,T41,Theme,T8
E2,Localization,T41,AtLoc,T9
E3,Positive_regulation,T42,Theme,T11
E3,Positive_regulation,T42,Cause,T13
E4,Planned_process,T43,Instrument,T14
E4,Planned_process,T43,Theme,T13
E4,Planned_process,T43,Instrument2,T15
E5,Positive_regulation,T44,Theme,T16
E6,Positive_regulation,T45,Theme,E7
E7,Growth,T46,Theme,T18
E8,Positive_regulation,T47,Theme,T19
E9,Localization,T48,Theme,T22
E9,Localization,T48,AtLoc,T23
E10,Planned_process,T49,Theme,T27
E11,Positive_regulation,T50,Theme,E12
E12,Gene_expression,T51,Theme,T30
E13,Regulation,T52,Theme,T34
