event_id,event_type,src,relation,dst
E1,Regulation,T45,Cause,T1
E1,Regulation,T45,Theme,E4
E2,Regulation,T45,Cause,T1
E2,Regulation,T45,Theme,E6
E3,Regulation,T45,Cause,T1
E3,Regulation,T45,Theme,E5
E4,Positive_regulation,T46,Theme,T2
E5,Positive_regulation,T46,Theme,T3
E6,Localization,T47,Theme,T4
E6,Localization,T47,FromLoc,T6
E7,Regulation,T48,Cause,T7
E7,Regulation,T48,Theme,T9
E8,Cell_proliferation,T49,Theme,T9
E9,Regulation,T50,Cause,T10
E9,Regulation,T50,Theme,T11
E10,Regulation,T50,Cause,T10
E10,Regulation,T50,Theme,T12
E11,Regulation,T51,Theme,T13
E12,Regulation,T51,Theme,T14
E13,Positive_regulation,T52,Cause,T15
E13,Positive_regulation,T52,Theme,T16
E14,Planned_process,T53,Theme,T18
E14,Planned_process,T53,Instrument,T19
E14,Planned_process,T53,Instrument,T15
E15,Negative_regulation,T54,Cause,E14
E15,Negative_regulation,T54,Theme,E13
E16,Positive_regulation,T55,Theme,E17
E16,Positive_regulation,T55,Cause,T21
E17,Positive_regulation,T56,Theme,T22
E18,Regulation,T57,Theme,E19
E18,Regulation,T57,Cause,T21
E19,Binding,T58,Theme,T22
E19,Binding,T58,Theme2,T23
E20,Positive_regulation,T59,Theme,T24
E21,Positive_regulation,T59,Theme,T22
E22,Regulation,T60,Theme,E24
E22,Regulation,T60,Cause,T26
E23,Regulation,T60,Theme,E24
E23,Regulation,T60,Cause,T25
E24,Transcription,T61,Theme,T27
E25,Planned_process,T62,Theme,T30
E25,Planned_process,T62,Instrument,T31
E25,Planned_process,T62,Instrument,T32
E26,Planned_process,T63,Instrument,T34
E26,Planned_process,T63,Instrument,T33
E27,Positive_regulation,T64,Cause,E26
E27,Positive_regulation,T64,Theme,E28
E28,Negative_regulation,T65,Theme,E29
E29,Localization,T66,Theme,T35
E30,Planned_process,T67,Instrument,T36
E31,Regulation,T68,Cause,T37
E31,Regulation,T68,Theme,E33
E32,Regulation,T68,Cause,T37
E32,Regulation,T68,Theme,E34
E33,Positive_regulation,T69,Theme,T38
E34,Positive_regulation,T69,Theme,T39
E35,Regulation,T70,Theme,T43
E35,Regulation,T70,Cause,T42
E36,Blood_vessel_development,T71
