event_id,event_type,src,relation,dst
E1,Planned_process,T35,Theme,T4
E1,Planned_process,T35,Instrument,T3
E2,Regulation,T36,Cause,T5
E2,Regulation,T36,Theme,E3
E3,Metabolism,T37,Theme,T7
E4,Positive_regulation,T38,Theme,T8
E4,Positive_regulation,T38,Cause,T5
E5,Positive_regulation,T39,Theme,T8
E6,Planned_process,T40,Theme,T9
E7,Regulation,T41,Theme,E8
E7,Regulation,T41,Cause,T12
E8,Metabolism,T42,Theme,T13
E9,Metabolism,T43,Theme,T15
E10,Cell_transformation,T44,Theme,T17
E11,Positive_regulation,T45,Theme,E10
E11,Positive_regulation,T45,Cause,T16
E12,Cell_transformation,T46,Theme,T18
E13,Planned_process,T47,Instrument,T19
E13,Planned_process,T47,Theme,T18
E14,Cell_proliferation,T48,Theme,T20
E15,Planned_process,T49,Theme,T20
E15,Planned_process,T49,Instrument,T21
E16,Planned_process,T49,Theme,T20
E16,Planned_process,T49,Instrument,T22
E17,Planned_process,T50,Instrument,T26
E17,Planned_process,T50,Theme,T27
E18,Binding,T51,Theme,T30
E18,Binding,T51,Theme2,T31
E19,Binding,T51,Theme,T32
E19,Binding,T51,Theme2,T31
E20,Positive_regulation,T52,Theme,T33
E21,Negative_regulation,T53,Theme,T34
E21,Negative_regulation,T53,Cause,E20
E22,Positive_regulation,T54,Theme,T34
E22,Positive_regulation,T54,Cause,E20
