event_id,event_type,src,relation,dst
E1,Positive_regulation,T34,Cause,T1
E1,Positive_regulation,T34,Theme,E5
E2,Positive_regulation,T34,Cause,T1
E2,Positive_regulation,T34,Theme,E3
E3,Protein_processing,T35,Theme,T2
E4,Positive_regulation,T36,Cause,T3
E4,Positive_regulation,T36,Theme,E5
E5,Cell_death,T37,Theme,T4
E6,Regulation,T38,Cause,T5
E6,Regulation,T38,Theme,E8
E7,Regulation,T38,Cause,T5
E7,Regulation,T38,Theme,E9
E8,Cell_death,T39,Theme,T6
E9,Cell_death,T39,Theme,T9
E10,Planned_process,T40,Theme,T6
E11,Cell_death,T41,Theme,T11
E12,Negative_regulation,T42,Cause,E11
E12,Negative_regulation,T42,Theme,E13
E13,Regulation,T43,Cause,E14
E13,Regulation,T43,Theme,T11
E14,Planned_process,T44,Theme,T12
E15,Breakdown,T45,Theme,T13
E16,Breakdown,T46,Theme,T14
E17,Breakdown,T47,Theme,T15
E18,Localization,T48,Theme,T16
E18,Localization,T48,FromLoc,T17
E19,Planned_process,T49,Theme,T18
E20,Planned_process,T50,Instrument,T19
E20,Planned_process,T50,Theme,T18
E21,Positive_regulation,T51,Theme,E22
E22,Cell_death,T52
E23,Planned_process,T53,Instrument,T20
E24,Protein_processing,T54,Theme,T24
E25,Negative_regulation,T55,Theme,E24
E26,Positive_regulation,T56,Cause,T25
E26,Positive_regulation,T56,Theme,T23
E27,Planned_process,T57,Instrument,T28
E27,Planned_process,T57,Theme,T27
E28,Negative_regulation,T58,Theme,T24
E29,Positive_regulation,T59,Theme,T29
E30,Positive_regulation,T60,Cause,T30
E30,Positive_regulation,T60,Theme,E31
E31,Cell_death,T61
E32,Positive_regulation,T62,Cause,T32
E32,Positive_regulation,T62,Theme,E33
E33,Protein_processing,T63,Theme,T33
