event_id,event_type,src,relation,dst
E1,Positive_regulation,T44,Theme,T1
E2,Regulation,T45,Cause,T2
E2,Regulation,T45,Theme,E1
E3,Blood_vessel_development,T46
E4,Positive_regulation,T47,Cause,E3
E4,Positive_regulation,T47,Theme,E5
E5,Growth,T48,Theme,T3
E6,Blood_vessel_development,T49
E7,Blood_vessel_development,T50
E8,Binding,T51,Theme,T6
E8,Binding,T51,Theme,T4
E9,Binding,T51,Theme,T7
E9,Binding,T51,Theme,T4
E10,Binding,T52,Theme,T8
E11,Transcription,T53,Theme,T24
E12,Gene_expression,T54,Theme,T30
E13,Gene_expression,T54,Theme,T29
E14,Gene_expression,T54,Theme,T28
E15,Gene_expression,T54,Theme,T27
E16,Positive_regulation,T55,Theme,T32
E17,Gene_expression,T56,Theme,T34
E18,Positive_regulation,T57,Theme,E17
E19,Blood_vessel_development,T58
E20,Blood_vessel_development,T59
E21,Regulation,T60,Cause,T40
E21,Regulation,T60,Theme,E22
E22,Positive_regulation,T61,Theme,T42
