event_id,event_type,src,relation,dst
E1,Localization,T42,Theme,T1
E2,Positive_regulation,T43,Theme,E3
E2,Positive_regulation,T43,Cause,E1
E3,Development,T44,Theme,T2
E4,Gene_expression,T45,Theme,T3
E5,Positive_regulation,T46,Theme,E6
E6,Localization,T47,Theme,T4
E7,Regulation,T48,Cause,E5
E7,Regulation,T48,Theme,E10
E8,Regulation,T48,Cause,E5
E8,Regulation,T48,Theme,E11
E9,Regulation,T48,Cause,E5
E9,Regulation,T48,Theme,E12
E10,Development,T49,Theme,T5
E11,Localization,T50,Theme,T6
E12,Positive_regulation,T51,Theme,E13
E13,Blood_vessel_development,T52
E14,Localization,T53,Theme,T8
E15,Regulation,T54,Theme,T9
E15,Regulation,T54,Cause,E14
E16,Positive_regulation,T55,Theme,E17
E17,Development,T56,Theme,T11
E18,Positive_regulation,T57,Theme,T15
E19,Positive_regulation,T58,Cause,T16
E19,Positive_regulation,T58,Theme,E18
E20,Development,T59,Theme,T17
E21,Positive_regulation,T60,Theme,E20
E21,Positive_regulation,T60,Cause,E24
E22,Localization,T61,Theme,T18
E23,Positive_regulation,T62,Cause,E22
E23,Positive_regulation,T62,Theme,E24
E24,Regulation,T63,Theme,T20
E25,Localization,T64,Theme,T26
E26,Gene_expression,T65,Theme,T33
E27,Gene_expression,T66,Theme,T34
E28,Gene_expression,T66,Theme,T35
E29,Localization,T67,Theme,T36
E30,Regulation,T68,Theme,E31
E30,Regulation,T68,Cause,E29
E31,Development,T69,Theme,T38
