event_id,event_type,src,relation,dst
E1,Positive_regulation,T22,Cause,T1
E1,Positive_regulation,T22,Theme,E2
E2,Cell_death,T23,Theme,T3
E3,Regulation,T24,Cause,T4
E3,Regulation,T24,Theme,E4
E4,Positive_regulation,T25,Theme,E5
E5,Cell_death,T26,Theme,T7
E6,Planned_process,T27,Theme,T8
E7,Gene_expression,T28,Theme,T10
E8,Cell_death,T29,Theme,T11
E9,Positive_regulation,T30,Cause,T12
E9,Positive_regulation,T30,Theme,E10
E10,Cell_death,T31,Theme,T13
E11,Positive_regulation,T32,Theme,T14
E12,Breakdown,T33,Theme,T15
E13,Cell_death,T34
E14,Cell_death,T35,Theme,T16
E15,Positive_regulation,T36,Theme,E14
E16,Positive_regulation,T37,Cause,T18
E16,Positive_regulation,T37,Theme,E17
E17,Cell_death,T38
E18,Positive_regulation,T39,Cause,T19
E18,Positive_regulation,T39,Theme,E19
E19,Cell_death,T40,Theme,T20
E20,Regulation,T41,Cause,T21
E20,Regulation,T41,Theme,E19
