event_id,event_type,src,relation,dst
E1,Planned_process,T40,Theme,T2
E2,Cell_death,T41
E3,Metastasis,T42
E4,Regulation,T43,Cause,E5
E4,Regulation,T43,Theme,E3
E5,Planned_process,T44,Theme,T5
E6,Metastasis,T45
E7,Negative_regulation,T46,Theme,E6
E8,Negative_regulation,T46,Theme,T6
E9,Planned_process,T47,Theme,T6
E10,Cell_death,T48
E11,Death,T49,Theme,T7
E12,Binding,T50,Theme,T9
E12,Binding,T50,Theme2,T10
E13,Regulation,T51,Theme,E14
E14,Cell_death,T52,Theme,T9
E15,Cell_proliferation,T53,Theme,T12
E16,Cell_proliferation,T53,Theme,T14
E17,Planned_process,T54,Theme,T15
E18,Planned_process,T54,Theme,T16
E19,Planned_process,T55,Theme,T17
E20,Planned_process,T56,Theme,T17
E21,Cell_death,T57
E22,Cell_proliferation,T58,Theme,T23
E23,Positive_regulation,T59,Theme,T24
E24,Positive_regulation,T59,Theme,T25
E25,Negative_regulation,T60,Theme,T27
E26,Positive_regulation,T61,Theme,E27
E27,Cell_death,T62,Theme,T28
E28,Planned_process,T63,Theme,T28
E29,Cell_proliferation,T64,Theme,T29
E30,Positive_regulation,T65,Theme,E31
E31,Cell_death,T66,Theme,T29
E32,Positive_regulation,T67,Theme,T30
E33,Cell_proliferation,T68,Theme,T32
E34,Positive_regulation,T69,Theme,E35
E35,Gene_expression,T70,Theme,T33
E36,Negative_regulation,T71,Theme,T34
E37,Negative_regulation,T72,Theme,E38
E38,Cell_death,T73
E39,Cell_death,T74
E40,Metastasis,T75
E41,Binding,T76,Theme,T38
