event_id,event_type,src,relation,dst
E1,Localization,T39,Theme,T6
E2,Metabolism,T40,Theme,T8
E3,Localization,T41,Theme,T9
E4,Metabolism,T42,Theme,T15
E5,Localization,T43,Theme,T18
E6,Localization,T44,Theme,T19
E7,Localization,T44,Theme,T20
E8,Localization,T45,ToLoc,T21
E8,Localization,T45,Theme,T20
E9,Localization,T45,ToLoc,T21
E9,Localization,T45,Theme,T19
E10,Metabolism,T46,Theme,T22
E11,Localization,T47,Theme,T23
E11,Localization,T47,ToLoc,T24
E12,Localization,T48,Theme,T27
E13,Localization,T49,Theme,T28
E14,Metabolism,T50,Theme,T33
E15,Localization,T51,Theme,T34
E16,Planned_process,T52,Theme,T37
