event_id,event_type,src,relation,dst
E1,Positive_regulation,T38,Cause,T1
E1,Positive_regulation,T38,Theme,E3
E2,Positive_regulation,T38,Cause,T1
E2,Positive_regulation,T38,Theme,E4
E3,Localization,T39,Theme,T5
E4,Metastasis,T40
E5,Cell_transformation,T41,Theme,T5
E6,Positive_regulation,T42,Theme,E5
E6,Positive_regulation,T42,Cause,T4
E7,Localization,T43,Theme,T8
E8,Gene_expression,T44,Theme,T9
E9,Regulation,T45,Cause,E8
E9,Regulation,T45,Theme,E10
E10,Metastasis,T46
E11,Planned_process,T47,Instrument,T10
E11,Planned_process,T47,Theme,T11
E12,Gene_expression,T48,Theme,T10
E13,Cell_transformation,T49,Theme,T13
E14,Positive_regulation,T50,Cause,T12
E14,Positive_regulation,T50,Theme,E13
E15,Positive_regulation,T51,Cause,E16
E15,Positive_regulation,T51,Theme,E17
E16,Localization,T52,Theme,T14
E17,Localization,T53,Theme,T15
E18,Cell_transformation,T54,Theme,T18
E19,Positive_regulation,T55,Cause,T16
E19,Positive_regulation,T55,Theme,E18
E20,Localization,T56,Theme,T17
E20,Localization,T56,FromLoc,T18
E21,Planned_process,T57,Theme,T20
E21,Planned_process,T57,Instrument,T21
E22,Localization,T58,FromLoc,T22
E22,Localization,T58,Theme,T23
E23,Positive_regulation,T59,Cause,T24
E23,Positive_regulation,T59,Theme,E24
E24,Localization,T60,Theme,T22
E25,Gene_expression,T61,Theme,T25
E26,Planned_process,T62,Instrument,T29
E26,Planned_process,T62,Theme,T27
E27,Planned_process,T63,Instrument,T28
E27,Planned_process,T63,Theme,T29
E28,Positive_regulation,T64,Cause,E26
E28,Positive_regulation,T64,Theme,E29
E29,Carcinogenesis,T65
E30,Metastasis,T66
E31,Gene_expression,T67,Theme,T30
E32,Cell_transformation,T68,Theme,T32
E33,Positive_regulation,T69,Theme,E32
E33,Positive_regulation,T69,Cause,T31
E34,Positive_regulation,T70,Theme,E35
E35,Carcinogenesis,T71
E36,Metastasis,T72
E37,Cell_transformation,T73,Theme,T34
E38,Positive_regulation,T74,Theme,E37
E38,Positive_regulation,T74,Cause,T33
E39,Positive_regulation,T75,Cause,T35
E39,Positive_regulation,T75,Theme,T36
