event_id,event_type,src,relation,dst
E1,Positive_regulation,T43,Theme,T1
E2,Blood_vessel_development,T44
E3,Positive_regulation,T45,Theme,T3
E4,Blood_vessel_development,T46
E5,Gene_expression,T47,Theme,T6
E6,Blood_vessel_development,T48
E7,Planned_process,T49,Theme,T9
E8,Planned_process,T49,Theme,T8
E9,Gene_expression,T50,Theme,T12
E10,Positive_regulation,T51,Theme,T13
E11,Blood_vessel_development,T52
E12,Positive_regulation,T53,Theme,T16
E13,Positive_regulation,T54,Theme,E12
E13,Positive_regulation,T54,Cause,E14
E14,Planned_process,T55,Theme,T18
E15,Positive_regulation,T56,Theme,T19
E16,Planned_process,T57,Theme,T20
E17,Regulation,T58,Theme,E15
E18,Localization,T59,FromLoc,T22
E18,Localization,T59,Theme,T21
E19,Positive_regulation,T60,Theme,T19
E20,Positive_regulation,T61,Theme,T31
E21,Positive_regulation,T61,Theme,T29
E22,Positive_regulation,T61,Theme,T25
E23,Positive_regulation,T61,Theme,T26
E24,Positive_regulation,T62,Theme,T32
E25,Positive_regulation,T62,Theme,T33
E26,Regulation,T63,Theme,E27
E26,Regulation,T63,Cause,T34
E27,Positive_regulation,T64,Theme,T36
E28,Negative_regulation,T65,Theme,E29
E28,Negative_regulation,T65,Cause,T37
E29,Positive_regulation,T66,Theme,T38
E30,Positive_regulation,T67,Theme,T39
E30,Positive_regulation,T67,Cause,E32
E31,Planned_process,T68,Theme,T40
E32,Positive_regulation,T69,Theme,T41
E33,Positive_regulation,T70,Theme,T42
E34,Blood_vessel_development,T71
