position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,Active,active,,,,,False
7,hair,hair,T1,Multi-tissue_structure-Unit,,,False
12,growth,growth,,,T23,Growth-Unit,False
19,(,(,,,,,False
20,anagen,anagen,,,,,False
26,),),,,,,False
28,is,be,,,,,False
31,associated,associate,,,T24,Regulation-Unit,False
42,with,with,,,,,False
47,angiogenesis,angiogenesis,,,T25,Blood_vessel_development-Unit,False
59,.,.,,,,,True
61,After,after,,,,,False
67,the,the,,,,,False
71,completion,completion,,,,,False
82,of,of,,,,,False
85,skin,skin,T2,Organ-Unit,,,False
90,development,development,,,T26,Development-Unit,False
101,",",",",,,,,False
103,angiogenesis,angiogenesis,,,T27,Blood_vessel_development-Unit,False
115,",",",",,,,,False
117,i,i,,,,,False
118,.,.,,,,,False
119,e,e,,,,,False
120,.,.,,,,,False
121,",",",",,,,,False
123,the,the,,,,,False
127,growth,growth,,,T28,Growth-Unit,False
134,of,of,,,,,False
137,new,new,,,,,False
141,capillaries,capillary,T3,Tissue-Unit,,,False
153,from,from,,,,,False
158,pre,pre,,,,,False
161,-,-,,,,,False
162,existing,exist,,,,,False
171,blood,blood,T4,Multi-tissue_structure-Begin,,,False
177,vessels,vessel,T4,Multi-tissue_structure-Last,,,False
184,",",",",,,,,False
186,is,be,,,,,False
189,held,hold,,,,,False
194,to,to,,,,,False
197,occur,occur,,,,,False
203,in,in,,,,,False
206,the,the,,,,,False
210,skin,skin,T5,Organ-Unit,,,False
215,only,only,,,,,False
220,under,under,,,,,False
226,pathologic,pathologic,,,,,False
237,conditions,condition,,,,,False
247,.,.,,,,,True
249,It,it,,,,,False
252,has,have,,,,,False
256,long,long,,,,,False
261,been,be,,,,,False
266,noted,note,,,,,False
271,",",",",,,,,False
273,however,however,,,,,False
280,",",",",,,,,False
282,that,that,,,,,False
287,hair,hair,T6,Multi-tissue_structure-Begin,,,False
292,follicle,follicle,T6,Multi-tissue_structure-Last,,,False
301,cycling,cycling,,,T29,Development-Unit,False
309,is,be,,,,,False
312,associated,associate,,,T30,Regulation-Unit,False
323,with,with,,,,,False
328,prominent,prominent,,,,,False
338,changes,change,,,,,False
346,in,in,,,,,False
349,skin,skin,T7,Organ-Unit,,,False
354,perfusion,perfusion,,,,,False
363,",",",",,,,,False
365,that,that,,,,,False
370,the,the,,,,,False
374,epithelial,epithelial,T8,Tissue-Begin,,,False
385,hair,hair,T8,Tissue-Inside,,,False
390,bulbs,bulb,T8,Tissue-Last,,,False
396,of,of,,,,,False
399,anagen,anagen,T9,Multi-tissue_structure-Begin,,,False
406,follicles,follicle,T9,Multi-tissue_structure-Last,,,False
416,display,display,,,,,False
424,angiogenic,angiogenic,,,T31,Blood_vessel_development-Unit,False
435,properties,property,,,,,False
445,",",",",,,,,False
447,and,and,,,,,False
451,that,that,,,,,False
456,the,the,,,,,False
460,follicular,follicular,T10,Tissue-Begin,,,False
471,dermal,dermal,T10,Tissue-Inside,,,False
478,papilla,papilla,T10,Tissue-Last,,,False
486,can,can,,,,,False
490,produce,produce,,,,,False
498,angiogenic,angiogenic,,,T32,Blood_vessel_development-Unit,False
509,factors,factor,,,,,False
516,.,.,,,,,True
518,Despite,despite,,,,,False
526,these,these,,,,,False
532,suggestive,suggestive,,,,,False
543,observations,observation,,,,,False
555,",",",",,,,,False
557,no,no,,,,,False
560,formal,formal,,,,,False
567,proof,proof,,,,,False
573,is,be,,,,,False
576,as,as,,,,,False
579,yet,yet,,,,,False
583,available,available,,,,,False
593,for,for,,,,,False
597,the,the,,,,,False
601,concept,concept,,,,,False
609,that,that,,,,,False
614,angiogenesis,angiogenesis,,,T33,Blood_vessel_development-Unit,False
627,is,be,,,,,False
630,a,a,,,,,False
632,physiologic,physiologic,,,,,False
644,event,event,,,,,False
650,that,that,,,,,False
655,occurs,occur,,,,,False
662,all,all,,,,,False
666,over,over,,,,,False
671,the,the,,,,,False
675,mature,mature,,,,,False
682,mammalian,mammalian,,,,,False
692,integument,integument,,,,,False
703,whenever,whenever,,,,,False
712,hair,hair,T11,Multi-tissue_structure-Begin,,,False
717,follicles,follicle,T11,Multi-tissue_structure-Last,,,False
727,switch,switch,,,,,False
734,from,from,,,,,False
739,resting,rest,,,T34,Growth-Unit,False
747,(,(,,,,,False
748,telogen,telogen,,,,,False
755,),),,,,,False
757,to,to,,,,,False
760,active,active,,,,,False
767,growth,growth,,,T35,Growth-Unit,False
774,(,(,,,,,False
775,anagen,anagen,,,,,False
781,),),,,,,False
782,.,.,,,,,True
784,This,this,,,,,False
789,study,study,,,,,False
795,uses,use,,,,,False
800,quantitative,quantitative,,,,,False
813,histomorphometry,histomorphometry,,,,,False
830,and,and,,,,,False
834,double,double,,,,,False
840,-,-,,,,,False
841,immunohistologic,immunohistologic,,,,,False
858,detection,detection,,,,,False
868,techniques,technique,,,,,False
879,for,for,,,,,False
883,the,the,,,,,False
887,demarcation,demarcation,,,,,False
899,of,of,,,,,False
902,proliferating,proliferate,,,T36,Cell_proliferation-Unit,False
916,endothelial,endothelial,T12,Cell-Begin,,,False
928,cells,cell,T12,Cell-Last,,,False
933,",",",",,,,,False
935,to,to,,,,,False
938,show,show,,,,,False
943,that,that,,,,,False
948,synchronized,synchronized,,,,,False
961,hair,hair,T13,Multi-tissue_structure-Begin,,,False
966,follicle,follicle,T13,Multi-tissue_structure-Last,,,False
975,cycling,cycling,,,T37,Development-Unit,False
983,in,in,,,,,False
986,adolescent,adolescent,,,,,False
997,C57BL,c57bl,T14,Organism-Begin,,,False
1002,/,/,T14,Organism-Inside,,,False
1003,6,6,T14,Organism-Inside,,,False
1005,mice,mouse,T14,Organism-Last,,,False
1010,is,be,,,,,False
1013,associated,associate,,,T38,Regulation-Unit,False
1024,with,with,,,,,False
1029,substantial,substantial,,,,,False
1041,angiogenesis,angiogenesis,,,T39,Blood_vessel_development-Unit,False
1053,",",",",,,,,False
1055,and,and,,,,,False
1059,that,that,,,,,False
1064,inhibiting,inhibit,,,T40,Negative_regulation-Unit,False
1075,angiogenesis,angiogenesis,,,T41,Blood_vessel_development-Unit,False
1088,in,in,,,,,False
1091,vivo,vivo,,,,,False
1096,by,by,,,,,False
1099,the,the,,,,,False
1103,intraperitoneal,intraperitoneal,T15,Immaterial_anatomical_entity-Unit,,,False
1119,application,application,,,T42,Planned_process-Unit,False
1131,of,of,,,,,False
1134,a,a,,,,,False
1136,fumagillin,fumagillin,T16,Simple_chemical-Begin,,,False
1147,derivative,derivative,T16,Simple_chemical-Last,,,False
1158,retards,retard,,,T43,Negative_regulation-Unit,False
1166,experimentally,experimentally,,,,,False
1181,induced,induce,,,T44,Positive_regulation-Unit,False
1189,anagen,anagen,T17,Multi-tissue_structure-Unit,,,False
1196,development,development,,,T45,Development-Unit,False
