position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,Regulation,regulation,,,T46,Regulation-Unit,False
11,of,of,,,,,False
14,p53,p53,T1,Gene_or_gene_product-Unit,,,False
17,-,-,,,,,False
18,dependent,dependent,,,T47,Positive_regulation-Unit,False
28,apoptosis,apoptosis,,,T48,Cell_death-Unit,False
37,",",",",,,,,False
39,transcriptional,transcriptional,,,,,False
55,repression,repression,,,,,False
65,",",",",,,,,False
67,and,and,,,,,False
71,cell,cell,T2,Cell-Unit,,,False
76,transformation,transformation,,,T50,Positive_regulation-Unit,False
91,by,by,,,,,False
94,phosphorylation,phosphorylation,,,T51,Phosphorylation-Unit,False
110,of,of,,,,,False
113,the,the,,,,,False
117,55,55,,,,,False
119,-,-,,,,,False
120,kilodalton,kilodalton,,,,,False
131,E1B,e1b,T3,Gene_or_gene_product-Unit,,,False
135,protein,protein,,,,,False
143,of,of,,,,,False
146,human,human,T4,Organism-Begin,,,False
152,adenovirus,adenovirus,T4,Organism-Inside,,,False
163,type,type,T4,Organism-Inside,,,False
168,5,5,T4,Organism-Last,,,False
169,.,.,,,,,True
172,The,the,,,,,False
176,adenovirus,adenovirus,T5,Organism-Begin,,,False
187,type,type,T5,Organism-Inside,,,False
192,5,5,T5,Organism-Last,,,False
194,55,55,,,,,False
196,-,-,,,,,False
197,kDa,kda,,,,,False
201,E1B,e1b,T6,Gene_or_gene_product-Unit,,,False
205,protein,protein,,,,,False
213,(,(,,,,,False
214,E1B,e1b,T7,Gene_or_gene_product-Unit,,,False
217,-,-,,,,,False
218,55kDa,55kda,,,,,False
223,),),,,,,False
225,cooperates,cooperates,,,,,False
236,with,with,,,,,False
241,E1A,e1a,T8,Gene_or_gene_product-Unit,,,False
245,gene,gene,,,,,False
250,products,product,,,,,False
259,to,to,,,,,False
262,induce,induce,,,T52,Positive_regulation-Unit,False
269,cell,cell,T9,Cell-Unit,,,False
274,transformation,transformation,,,T53,Cell_transformation-Unit,False
288,.,.,,,,,True
290,E1A,e1a,T10,Gene_or_gene_product-Unit,,,False
294,proteins,protein,,,,,False
303,stimulate,stimulate,,,T54,Positive_regulation-Unit,False
313,DNA,dna,T11,Cellular_component-Unit,,,False
317,synthesis,synthesis,,,T55,Synthesis-Unit,False
327,and,and,,,,,False
331,cell,cell,T12,Cell-Unit,,,False
336,proliferation,proliferation,,,T56,Cell_proliferation-Unit,False
349,;,;,,,,,False
351,however,however,,,,,False
358,",",",",,,,,False
360,they,they,,,,,False
365,also,also,,,,,False
370,cause,cause,,,T57,Positive_regulation-Unit,False
376,rapid,rapid,,,,,False
382,cell,cell,T13,Cell-Unit,,,False
387,death,death,,,T58,Death-Unit,False
393,by,by,,,,,False
396,p53,p53,T14,Gene_or_gene_product-Unit,,,False
399,-,-,,,,,False
400,dependent,dependent,,,T59,Positive_regulation-Unit,False
410,and,and,,,,,False
414,p53,p53,T15,Gene_or_gene_product-Unit,,,False
417,-,-,,,,,False
418,independent,independent,,,T60,Regulation-Unit,False
430,apoptosis,apoptosis,,,T61,Cell_death-Unit,False
439,.,.,,,,,True
441,It,it,,,,,False
444,is,be,,,,,False
447,believed,believe,,,,,False
456,that,that,,,,,False
461,the,the,,,,,False
465,role,role,,,,,False
470,of,of,,,,,False
473,the,the,,,,,False
477,E1B,e1b,T16,Gene_or_gene_product-Unit,,,False
480,-,-,,,,,False
481,55kDa,55kda,,,,,False
487,protein,protein,,,,,False
495,in,in,,,,,False
498,transformation,transformation,,,T62,Cell_transformation-Unit,False
513,is,be,,,,,False
516,to,to,,,,,False
519,protect,protect,,,T63,Negative_regulation-Unit,False
527,against,against,,,,,False
535,p53,p53,T17,Gene_or_gene_product-Unit,,,False
538,-,-,,,,,False
539,dependent,dependent,,,T64,Positive_regulation-Unit,False
549,apoptosis,apoptosis,,,T65,Cell_death-Unit,False
559,by,by,,,,,False
562,binding,bind,,,T66,Binding-Unit,False
570,to,to,,,,,False
573,and,and,,,,,False
577,inactivating,inactivate,,,T67,Negative_regulation-Unit,False
590,p53,p53,T18,Gene_or_gene_product-Unit,,,False
593,.,.,,,,,True
595,It,it,,,,,False
598,has,have,,,,,False
602,been,be,,,,,False
607,shown,show,,,,,False
613,previously,previously,,,,,False
624,that,that,,,,,False
629,the,the,,,,,False
633,55,55,T19,Gene_or_gene_product-Begin,,,False
635,-,-,T19,Gene_or_gene_product-Inside,,,False
636,kDa,kda,T19,Gene_or_gene_product-Last,,,False
640,polypeptide,polypeptide,,,,,False
652,abrogates,abrogate,,,,,False
662,p53,p53,T20,Gene_or_gene_product-Unit,,,False
665,-,-,,,,,False
666,mediated,mediate,,,,,False
675,transactivation,transactivation,,,,,False
691,and,and,,,,,False
695,that,that,,,,,False
700,mutants,mutant,,,,,False
708,defective,defective,,,,,False
718,in,in,,,,,False
721,p53,p53,T21,Gene_or_gene_product-Unit,,,False
725,binding,binding,,,T68,Binding-Unit,False
733,are,be,,,,,False
737,unable,unable,,,,,False
744,to,to,,,,,False
747,cooperate,cooperate,,,T69,Regulation-Unit,False
757,with,with,,,,,False
762,E1A,e1a,T22,Gene_or_gene_product-Unit,,,False
766,in,in,,,,,False
769,transformation,transformation,,,T70,Cell_transformation-Unit,False
783,.,.,,,,,True
785,We,we,,,,,False
788,have,have,,,,,False
793,previously,previously,,,,,False
804,mapped,map,,,,,False
811,phosphorylation,phosphorylation,,,T71,Phosphorylation-Unit,False
827,sites,site,,,,,False
833,near,near,,,,,False
838,the,the,,,,,False
842,carboxy,carboxy,,,,,False
850,terminus,terminus,,,,,False
859,of,of,,,,,False
862,the,the,,,,,False
