position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,Tumorigenic,tumorigenic,,,T28,Carcinogenesis-Unit,False
12,activity,activity,,,,,False
21,of,of,,,,,False
24,rho,rho,T1,Gene_or_gene_product-Unit,,,False
28,genes,gene,,,,,False
34,from,from,,,,,False
39,Aplysia,aplysia,T2,Organism-Begin,,,False
47,californica,californica,T2,Organism-Last,,,False
58,.,.,,,,,True
61,rho,rho,T3,Gene_or_gene_product-Unit,,,False
65,genes,gene,,,,,False
71,have,have,,,,,False
76,been,be,,,,,False
81,found,find,,,,,False
87,in,in,,,,,False
90,both,both,,,,,False
95,lower,low,,,,,False
101,and,and,,,,,False
105,higher,high,,,,,False
112,eucaryotes,eucaryote,,,,,False
122,.,.,,,,,True
124,They,they,,,,,False
129,code,code,,,,,False
134,for,for,,,,,False
138,proteins,protein,,,,,False
147,of,of,,,,,False
150,21,21,,,,,False
153,kDa,kda,,,,,False
156,",",",",,,,,False
158,highly,highly,,,,,False
165,conserved,conserve,,,,,False
175,in,in,,,,,False
178,evolution,evolution,,,,,False
187,",",",",,,,,False
189,which,which,,,,,False
195,belong,belong,,,,,False
202,to,to,,,,,False
205,the,the,,,,,False
209,superfamily,superfamily,,,,,False
221,of,of,,,,,False
224,ras,ras,T4,Gene_or_gene_product-Begin,,,False
228,GTPases,gtpases,T4,Gene_or_gene_product-Last,,,False
235,.,.,,,,,True
237,Among,among,,,,,False
243,the,the,,,,,False
247,members,member,,,,,False
255,of,of,,,,,False
258,this,this,,,,,False
263,superfamily,superfamily,,,,,False
275,there,there,,,,,False
281,are,be,,,,,False
285,proteins,protein,,,,,False
294,with,with,,,,,False
299,a,a,,,,,False
301,regulatory,regulatory,,,,,False
312,function,function,,,,,False
320,",",",",,,,,False
322,such,such,,,,,False
327,as,a,,,,,False
330,ras,ra,T5,Gene_or_gene_product-Unit,,,False
333,",",",",,,,,False
335,and,and,,,,,False
339,proteins,protein,,,,,False
348,involved,involve,,,T29,Regulation-Unit,False
357,in,in,,,,,False
360,vesicular,vesicular,T6,Multi-tissue_structure-Unit,,,False
370,trafficking,trafficking,,,,,False
381,",",",",,,,,False
383,such,such,,,,,False
388,as,a,,,,,False
391,the,the,,,,,False
395,family,family,,,,,False
402,of,of,,,,,False
405,rab,rab,T7,Gene_or_gene_product-Unit,,,False
409,proteins,protein,,,,,False
417,.,.,,,,,True
419,We,we,,,,,False
422,have,have,,,,,False
427,investigated,investigate,,,,,False
440,the,the,,,,,False
444,putative,putative,,,,,False
453,role,role,,,,,False
458,of,of,,,,,False
461,rho,rho,T8,Gene_or_gene_product-Unit,,,False
465,proteins,protein,,,,,False
474,from,from,,,,,False
479,Aplysia,aplysia,T9,Organism-Begin,,,False
487,californica,californica,T9,Organism-Last,,,False
499,as,a,,,,,False
502,transforming,transform,,,,,False
515,GTPases,gtpases,T10,Gene_or_gene_product-Unit,,,False
523,utilizing,utilize,,,,,False
533,the,the,,,,,False
537,wild,wild,,,,,False
541,-,-,,,,,False
542,type,type,,,,,False
547,and,and,,,,,False
551,a,a,,,,,False
553,Val,val,T11,Organism-Begin,,,False
556,-,-,T11,Organism-Inside,,,False
557,14,14,T11,Organism-Inside,,,False
560,mutant,mutant,T11,Organism-Last,,,False
566,",",",",,,,,False
568,equivalent,equivalent,,,,,False
579,to,to,,,,,False
582,the,the,,,,,False
586,oncogenic,oncogenic,,,T30,Carcinogenesis-Unit,False
596,Val,val,T31,Protein_domain_or_region-Begin,,,False
599,-,-,T31,Protein_domain_or_region-Inside,,,False
600,12,12,T31,Protein_domain_or_region-Last,,,False
603,mutation,mutation,,,T32,Mutation-Unit,False
612,of,of,,,,,False
615,ras,ra,T12,Gene_or_gene_product-Unit,,,False
619,genes,gene,,,,,False
625,found,find,,,,,False
631,in,in,,,,,False
634,animal,animal,,,,,False
641,and,and,,,,,False
645,human,human,T13,Organism-Unit,,,False
651,tumors,tumor,T14,Cancer-Unit,,,False
657,.,.,,,,,True
659,Over,over,,,T33,Gene_expression-Begin,False
663,-,-,,,T33,Gene_expression-Inside,False
664,expression,expression,,,T33,Gene_expression-Last,False
675,of,of,,,,,False
678,either,either,,,,,False
685,rho,rho,T15,Gene_or_gene_product-Unit,,,False
689,gene,gene,,,,,False
694,was,be,,,,,False
698,sufficient,sufficient,,,,,False
709,to,to,,,,,False
712,confer,confer,,,,,False
719,anchorage,anchorage,,,,,False
728,-,-,,,,,False
730,and,and,,,,,False
734,serum,serum,T16,Organism_substance-Unit,,,False
739,-,-,,,,,False
740,independent,independent,,,,,False
752,growth,growth,,,,,False
758,.,.,,,,,True
760,Moreover,moreover,,,,,False
768,",",",",,,,,False
770,when,when,,,,,False
775,introduced,introduce,,,T34,Planned_process-Unit,False
786,into,into,,,,,False
791,nude,nude,T17,Organism-Begin,,,False
796,mice,mouse,T17,Organism-Last,,,False
800,",",",",,,,,False
802,selected,select,,,,,False
811,clones,clone,,,,,False
818,generated,generate,,,,,False
828,from,from,,,,,False
833,either,either,,,,,False
840,gene,gene,,,,,False
845,were,be,,,,,False
850,able,able,,,,,False
855,to,to,,,,,False
858,induce,induce,,,T35,Development-Unit,False
865,tumors,tumor,T18,Cancer-Unit,,,False
871,",",",",,,,,False
873,although,although,,,,,False
882,those,those,,,,,False
888,carrying,carry,,,,,False
897,the,the,,,,,False
901,mutated,mutate,,,T36,Mutation-Unit,False
909,version,version,,,,,False
917,were,be,,,,,False
922,more,more,,,,,False
927,efficient,efficient,,,,,False
936,.,.,,,,,True
938,Pathological,pathological,,,,,False
951,analysis,analysis,,,,,False
960,indicated,indicate,,,,,False
970,that,that,,,,,False
975,generated,generate,,,T37,Development-Unit,False
985,tumors,tumor,T19,Cancer-Unit,,,False
992,corresponded,correspond,,,,,False
1005,to,to,,,,,False
1008,well,well,,,,,False
1012,-,-,,,,,False
1013,differentiated,differentiate,,,,,False
1028,fibrosarcomas,fibrosarcomas,T20,Cancer-Unit,,,False
1042,with,with,,,,,False
1047,distinct,distinct,,,,,False
1056,and,and,,,,,False
1060,intersecting,intersecting,,,,,False
1073,bundles,bundle,T21,Cell-Unit,,,False
1081,and,and,,,,,False
1085,spindle,spindle,T22,Cell-Begin,,,False
1093,cells,cell,T22,Cell-Last,,,False
1098,.,.,,,,,True
1100,By,by,,,,,False
1103,contrast,contrast,,,,,False
1111,",",",",,,,,False
1113,ras,ra,T23,Gene_or_gene_product-Unit,,,False
1116,-,-,,,,,False
1117,induced,induced,,,T38,Positive_regulation-Unit,False
1125,tumors,tumor,T24,Cancer-Unit,,,False
1132,were,be,,,,,False
1137,poorly,poorly,,,,,False
1144,differentiated,differentiate,,,,,False
1159,fibrosarcomas,fibrosarcomas,T25,Cancer-Unit,,,False
1172,.,.,,,,,True
1174,Thus,thus,,,,,False
1178,",",",",,,,,False
1180,our,our,,,,,False
1184,results,result,,,,,False
1192,indicate,indicate,,,,,False
1201,that,that,,,,,False
1206,under,under,,,,,False
1212,appropriate,appropriate,,,,,False
1224,conditions,condition,,,,,False
1235,rho,rho,T26,Gene_or_gene_product-Unit,,,False
1239,genes,gene,,,,,False
1245,function,function,,,,,False
1254,as,a,,,,,False
1257,oncogenes,oncogene,,,,,False
1267,and,and,,,,,False
1271,may,may,,,,,False
1275,have,have,,,T39,Regulation-Begin,False
1280,a,a,,,T39,Regulation-Inside,False
1282,role,role,,,T39,Regulation-Last,False
1287,in,in,,,,,False
1290,the,the,,,,,False
1294,regulation,regulation,,,T40,Regulation-Unit,False
1305,of,of,,,,,False
1308,proliferation,proliferation,,,T41,Cell_proliferation-Unit,False
1322,in,in,,,,,False
1325,fibroblast,fibroblast,T27,Cell-Begin,,,False
1336,cells,cell,T27,Cell-Last,,,False
1341,.,.,,,,,True
