position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,TEL,tel,T1,Gene_or_gene_product-Unit,,,False
3,",",",",,,,,False
5,a,a,,,,,False
7,putative,putative,,,,,False
16,tumor,tumor,T2,Cancer-Unit,,,False
22,suppressor,suppressor,,,,,False
32,",",",",,,,,False
34,modulates,modulate,,,T46,Regulation-Unit,False
44,cell,cell,T3,Cell-Unit,,,False
49,growth,growth,,,T47,Cell_proliferation-Unit,False
56,and,and,,,,,False
60,cell,cell,T4,Cell-Unit,,,False
65,morphology,morphology,,,,,False
76,of,of,,,,,False
79,ras,ra,T5,Gene_or_gene_product-Unit,,,False
82,-,-,,,,,False
83,transformed,transform,,,T48,Planned_process-Unit,False
95,cells,cell,T6,Cell-Unit,,,False
101,while,while,,,,,False
107,repressing,repress,,,T49,Negative_regulation-Unit,False
118,the,the,,,,,False
122,transcription,transcription,,,T50,Transcription-Unit,False
136,of,of,,,,,False
139,stromelysin,stromelysin,T7,Gene_or_gene_product-Begin,,,False
150,-,-,T7,Gene_or_gene_product-Inside,,,False
151,1,1,T7,Gene_or_gene_product-Last,,,False
152,.,.,,,,,True
155,TEL,tel,T8,Gene_or_gene_product-Unit,,,False
159,is,be,,,,,False
162,a,a,,,,,False
164,member,member,,,,,False
171,of,of,,,,,False
174,the,the,,,,,False
178,ETS,ets,T9,Gene_or_gene_product-Unit,,,False
182,family,family,,,,,False
189,of,of,,,,,False
192,transcription,transcription,,,,,False
206,factors,factor,,,,,False
214,that,that,,,,,False
219,interacts,interact,,,T51,Binding-Unit,False
229,with,with,,,,,False
234,the,the,,,,,False
238,mSin3,msin3,T10,Gene_or_gene_product-Unit,,,False
244,and,and,,,,,False
248,SMRT,smrt,T11,Gene_or_gene_product-Unit,,,False
253,corepressors,corepressors,,,,,False
266,to,to,,,,,False
269,regulate,regulate,,,,,False
278,transcription,transcription,,,,,False
291,.,.,,,,,True
293,TEL,tel,T12,Gene_or_gene_product-Unit,,,False
297,is,be,,,,,False
300,biallelically,biallelically,,,,,False
314,disrupted,disrupt,,,T52,Mutation-Unit,False
324,in,in,,,,,False
327,acute,acute,T13,Cancer-Begin,,,False
333,leukemia,leukemia,T13,Cancer-Last,,,False
341,",",",",,,,,False
343,and,and,,,,,False
347,loss,loss,,,T53,Mutation-Begin,False
352,of,of,,,T53,Mutation-Inside,False
355,heterozygosity,heterozygosity,,,T53,Mutation-Last,False
370,at,at,,,,,False
373,the,the,,,,,False
377,TEL,tel,T14,Gene_or_gene_product-Unit,,,False
381,locus,locus,,,,,False
387,has,have,,,,,False
391,been,be,,,,,False
396,observed,observe,,,,,False
405,in,in,,,,,False
408,various,various,,,,,False
416,cancers,cancer,T15,Cancer-Unit,,,False
423,.,.,,,,,True
425,Here,here,,,,,False
430,we,we,,,,,False
433,show,show,,,,,False
438,that,that,,,,,False
443,expression,expression,,,T54,Gene_expression-Unit,False
454,of,of,,,,,False
457,TEL,tel,T16,Gene_or_gene_product-Unit,,,False
461,in,in,,,,,False
464,Ras,ras,T17,Gene_or_gene_product-Unit,,,False
467,-,-,,,,,False
468,transformed,transform,,,T55,Planned_process-Unit,False
480,NIH,nih,T18,Cell-Begin,,,False
484,3T3,3t3,T18,Cell-Inside,,,False
488,cells,cell,T18,Cell-Last,,,False
494,inhibits,inhibits,,,T56,Negative_regulation-Unit,False
503,cell,cell,T19,Cell-Unit,,,False
508,growth,growth,,,T57,Cell_proliferation-Unit,False
515,in,in,,,,,False
518,soft,soft,,,,,False
523,agar,agar,,,,,False
528,and,and,,,,,False
532,in,in,,,,,False
535,normal,normal,,,,,False
542,cultures,culture,,,,,False
550,.,.,,,,,True
552,Unexpectedly,unexpectedly,,,,,False
564,",",",",,,,,False
566,cells,cell,T20,Cell-Unit,,,False
572,expressing,express,,,T58,Gene_expression-Unit,False
583,both,both,,,,,False
588,Ras,ra,T21,Gene_or_gene_product-Unit,,,False
592,and,and,,,,,False
596,TEL,tel,T22,Gene_or_gene_product-Unit,,,False
600,grew,grow,,,T59,Growth-Unit,False
605,as,a,,,,,False
608,aggregates,aggregate,,,,,False
618,.,.,,,,,True
620,To,to,,,,,False
623,begin,begin,,,,,False
629,to,to,,,,,False
632,explain,explain,,,,,False
640,the,the,,,,,False
644,morphology,morphology,,,,,False
655,of,of,,,,,False
658,Ras,ra,T23,Gene_or_gene_product-Unit,,,False
661,-,-,,,,,False
662,plus,plus,,,,,False
667,TEL,tel,T24,Gene_or_gene_product-Unit,,,False
670,-,-,,,,,False
671,expressing,express,,,T60,Gene_expression-Unit,False
682,cells,cell,T25,Cell-Unit,,,False
687,",",",",,,,,False
689,we,we,,,,,False
692,demonstrated,demonstrate,,,,,False
705,that,that,,,,,False
710,the,the,,,,,False
714,endogenous,endogenous,,,,,False
725,matrix,matrix,T26,Gene_or_gene_product-Begin,,,False
732,metalloproteinase,metalloproteinase,T26,Gene_or_gene_product-Inside,,,False
750,stromelysin,stromelysin,T26,Gene_or_gene_product-Inside,,,False
761,-,-,T26,Gene_or_gene_product-Inside,,,False
762,1,1,T26,Gene_or_gene_product-Last,,,False
764,was,be,,,,,False
768,repressed,repress,,,T61,Negative_regulation-Unit,False
778,by,by,,,,,False
781,TEL,tel,T27,Gene_or_gene_product-Unit,,,False
784,.,.,,,,,True
