position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,Energy,energy,,,,,False
7,supply,supply,,,,,False
14,of,of,,,,,False
17,the,the,,,,,False
21,mitotic,mitotic,,,,,False
29,cell,cell,,,,,False
34,cycle,cycle,,,,,False
40,and,and,,,,,False
44,the,the,,,,,False
48,Na,na,T1,Simple_chemical-Begin,,,False
50,+,+,T1,Simple_chemical-Last,,,False
51,/,/,,,,,False
52,H,h,T2,Simple_chemical-Begin,,,False
53,+,+,T2,Simple_chemical-Last,,,False
54,-,-,,,,,False
55,antiport,antiport,,,T32,Localization-Unit,False
64,in,in,,,,,False
67,ascites,ascites,T3,Cancer-Begin,,,False
75,tumors,tumor,T3,Cancer-Last,,,False
81,.,.,,,,,True
83,The,the,,,,,False
87,activation,activation,,,T33,Positive_regulation-Unit,False
98,of,of,,,,,False
101,Na,na,T4,Simple_chemical-Begin,,,False
103,+,+,T4,Simple_chemical-Last,,,False
105,transport,transport,,,T34,Localization-Unit,False
115,is,be,,,,,False
118,due,due,,,,,False
122,to,to,,,,,False
125,the,the,,,,,False
129,exchange,exchange,,,,,False
138,of,of,,,,,False
141,protons,proton,T5,Simple_chemical-Unit,,,False
149,formed,form,,,,,False
156,via,via,,,,,False
160,glucose,glucose,T6,Simple_chemical-Unit,,,False
168,conversion,conversion,,,,,False
179,into,into,,,,,False
184,lactate,lactate,T7,Simple_chemical-Unit,,,False
192,for,for,,,,,False
196,Na,na,T8,Simple_chemical-Begin,,,False
198,+,+,T8,Simple_chemical-Last,,,False
199,",",",",,,,,False
201,i,i,,,,,False
202,.,.,,,,,False
203,e,e,,,,,False
204,.,.,,,,,False
205,",",",",,,,,False
207,to,to,,,,,False
210,the,the,,,,,False
214,stimulation,stimulation,,,T35,Positive_regulation-Unit,False
226,of,of,,,,,False
229,the,the,,,,,False
233,Na,na,T9,Simple_chemical-Begin,,,False
235,+,+,T9,Simple_chemical-Last,,,False
236,/,/,,,,,False
237,H,h,T10,Simple_chemical-Begin,,,False
238,+,+,T10,Simple_chemical-Last,,,False
239,-,-,,,,,False
240,antiport,antiport,,,T36,Localization-Unit,False
248,.,.,,,,,True
250,Experimental,experimental,,,,,False
263,results,result,,,,,False
271,and,and,,,,,False
275,theoretical,theoretical,,,,,False
287,calculations,calculation,,,,,False
300,suggest,suggest,,,,,False
308,that,that,,,,,False
313,in,in,,,,,False
316,glucose,glucose,T11,Simple_chemical-Unit,,,False
323,-,-,,,,,False
324,containing,contain,,,,,False
335,medium,medium,,,,,False
342,the,the,,,,,False
346,Na,na,T12,Simple_chemical-Begin,,,False
348,+,+,T12,Simple_chemical-Last,,,False
350,transport,transport,,,T37,Localization-Unit,False
360,increases,increase,,,T38,Positive_regulation-Unit,False
370,from,from,,,,,False
375,0,0,,,,,False
376,.,.,,,,,False
377,75,75,,,,,False
380,to,to,,,,,False
383,1,1,,,,,False
384,.,.,,,,,False
385,78,78,,,,,False
388,pmol,pmol,,,,,False
392,/,/,,,,,False
393,hour,hour,,,,,False
398,per,per,,,,,False
402,cell,cell,T13,Cell-Unit,,,False
406,.,.,,,,,True
408,The,the,,,,,False
412,permeability,permeability,,,,,False
425,of,of,,,,,False
