position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,The,the,,,,,False
4,genetics,genetics,,,,,False
13,of,of,,,,,False
16,transformation,transformation,,,T12,Cell_transformation-Unit,False
31,by,by,,,,,False
34,SV,sv,T1,Organism-Begin,,,False
37,40,40,T1,Organism-Last,,,False
39,.,.,,,,,True
42,Experiments,experiment,,,,,False
54,using,use,,,,,False
60,the,the,,,,,False
64,tsA,tsa,T2,Gene_or_gene_product-Begin,,,False
68,58,58,T2,Gene_or_gene_product-Last,,,False
71,allele,allele,,,,,False
78,of,of,,,,,False
81,the,the,,,,,False
85,SV,sv,T3,Organism-Begin,,,False
88,40,40,T3,Organism-Last,,,False
90,-,-,,,,,False
91,A,a,T4,Gene_or_gene_product-Unit,,,False
93,gene,gene,,,,,False
98,have,have,,,,,False
103,demonstrated,demonstrate,,,,,False
116,that,that,,,,,False
121,the,the,,,,,False
125,SV,sv,T5,Organism-Begin,,,False
128,40,40,T5,Organism-Last,,,False
131,large,large,T6,Gene_or_gene_product-Begin,,,False
137,T,t,T6,Gene_or_gene_product-Inside,,,False
138,-,-,T6,Gene_or_gene_product-Inside,,,False
139,antigen,antigen,T6,Gene_or_gene_product-Last,,,False
147,is,be,,,,,False
150,strictly,strictly,,,,,False
159,required,require,,,T13,Positive_regulation-Unit,False
168,both,both,,,,,False
173,for,for,,,,,False
177,immortalization,immortalization,,,T14,Cell_transformation-Unit,False
193,and,and,,,,,False
197,induction,induction,,,,,False
207,anchorage,anchorage,,,,,False
217,independence,independence,,,,,False
230,of,of,,,,,False
233,cells,cell,T7,Cell-Unit,,,False
238,.,.,,,,,True
240,It,it,,,,,False
243,has,have,,,,,False
247,been,be,,,,,False
252,suggested,suggest,,,,,False
262,that,that,,,,,False
267,the,the,,,,,False
271,immortalized,immortalized,,,T15,Cell_transformation-Unit,False
284,phenotype,phenotype,,,,,False
294,is,be,,,,,False
297,mediated,mediate,,,T16,Positive_regulation-Unit,False
306,by,by,,,,,False
309,an,an,,,,,False
312,extra,extra,T8,Immaterial_anatomical_entity-Begin,,,False
318,cellular,cellular,T8,Immaterial_anatomical_entity-Last,,,False
327,factor,factor,T9,Gene_or_gene_product-Unit,,,False
333,.,.,,,,,True
335,The,the,,,,,False
339,synthesis,synthesis,,,T17,Gene_expression-Unit,False
349,and,and,,,,,False
352,/,/,,,,,False
353,or,or,,,,,False
356,the,the,,,,,False
360,excretion,excretion,,,T18,Localization-Unit,False
370,of,of,,,,,False
373,this,this,,,,,False
378,factor,factor,T10,Gene_or_gene_product-Unit,,,False
385,in,in,,,,,False
388,a,a,,,,,False
390,medium,medium,,,,,False
397,is,be,,,,,False
400,controlled,control,,,T19,Regulation-Unit,False
411,by,by,,,,,False
414,the,the,,,,,False
418,A,a,T11,Gene_or_gene_product-Unit,,,False
420,gene,gene,,,,,False
424,.,.,,,,,True
