position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,The,the,,,,,False
4,Wilms,wilms,T1,Cancer-Begin,,,False
10,tumor,tumor,T1,Cancer-Last,,,False
16,suppressor,suppressor,,,,,False
27,gene,gene,,,,,False
32,WT1,wt1,T2,Gene_or_gene_product-Unit,,,False
36,induces,induces,,,T27,Positive_regulation-Unit,False
44,G1,g1,,,,,False
47,arrest,arrest,,,,,False
54,and,and,,,,,False
58,apoptosis,apoptosis,,,T28,Cell_death-Unit,False
68,in,in,,,,,False
71,myeloblastic,myeloblastic,T3,Cell-Begin,,,False
84,leukemia,leukemia,T3,Cell-Inside,,,False
93,M1,m1,T3,Cell-Inside,,,False
96,cells,cell,T3,Cell-Last,,,False
101,.,.,,,,,True
104,WT1,wt1,T4,Gene_or_gene_product-Unit,,,False
108,was,be,,,,,False
112,isolated,isolate,,,,,False
121,as,a,,,,,False
124,a,a,,,,,False
126,tumor,tumor,T5,Cancer-Unit,,,False
132,suppressor,suppressor,,,,,False
143,gene,gene,,,,,False
148,of,of,,,,,False
151,Wilms,wilms,T6,Cancer-Begin,,,False
157,tumor,tumor,T6,Cancer-Last,,,False
162,.,.,,,,,True
164,However,however,,,,,False
171,",",",",,,,,False
173,high,high,,,,,False
178,expression,expression,,,T29,Gene_expression-Unit,False
189,of,of,,,,,False
192,WT1,wt1,T7,Gene_or_gene_product-Unit,,,False
196,correlates,correlate,,,,,False
207,with,with,,,,,False
212,poor,poor,,,,,False
217,prognosis,prognosis,,,,,False
227,in,in,,,,,False
230,acute,acute,T8,Cancer-Begin,,,False
236,leukemia,leukemia,T8,Cancer-Last,,,False
244,.,.,,,,,True
246,In,in,,,,,False
249,addition,addition,,,,,False
258,suppression,suppression,,,T30,Negative_regulation-Unit,False
270,of,of,,,,,False
273,WT1,wt1,T9,Gene_or_gene_product-Unit,,,False
277,expression,expression,,,T31,Gene_expression-Unit,False
288,by,by,,,,,False
291,WT1,wt1,T10,Gene_or_gene_product-Unit,,,False
295,anti,anti,,,,,False
299,-,-,,,,,False
300,sense,sense,,,,,False
306,oligonucleotide,oligonucleotide,,,,,False
322,inhibits,inhibits,,,T32,Negative_regulation-Unit,False
331,proliferation,proliferation,,,T33,Cell_proliferation-Unit,False
345,of,of,,,,,False
348,leukemia,leukemia,T11,Cell-Begin,,,False
357,cells,cell,T11,Cell-Last,,,False
362,",",",",,,,,False
364,suggesting,suggest,,,,,False
375,that,that,,,,,False
380,WT1,wt1,T12,Gene_or_gene_product-Unit,,,False
384,is,be,,,,,False
387,important,important,,,T34,Positive_regulation-Unit,False
397,for,for,,,,,False
401,their,their,,,,,False
407,proliferation,proliferation,,,T35,Cell_proliferation-Unit,False
420,.,.,,,,,True
422,To,to,,,,,False
425,further,far,,,,,False
433,elucidate,elucidate,,,,,False
443,the,the,,,,,False
447,biological,biological,,,,,False
458,significance,significance,,,,,False
471,of,of,,,,,False
