position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,The,the,,,,,False
4,value,value,,,,,False
10,of,of,,,,,False
13,serum,serum,T1,Organism_substance-Unit,,,False
19,S,s,T2,Gene_or_gene_product-Begin,,,False
20,-,-,T2,Gene_or_gene_product-Inside,,,False
21,100beta,100beta,T2,Gene_or_gene_product-Last,,,False
29,and,and,,,,,False
33,interleukins,interleukin,T3,Gene_or_gene_product-Unit,,,False
46,as,a,,,,,False
49,tumour,tumour,T4,Cancer-Unit,,,False
56,markers,marker,,,,,False
64,in,in,,,,,False
67,advanced,advanced,,,,,False
76,melanoma,melanoma,T5,Cancer-Unit,,,False
84,.,.,,,,,True
87,Recently,recently,,,,,False
96,serum,serum,T6,Organism_substance-Unit,,,False
102,S,s,T7,Gene_or_gene_product-Begin,,,False
103,-,-,T7,Gene_or_gene_product-Inside,,,False
104,100beta,100beta,T7,Gene_or_gene_product-Last,,,False
112,has,have,,,,,False
116,shown,show,,,,,False
122,promise,promise,,,,,False
130,as,a,,,,,False
133,a,a,,,,,False
135,tumour,tumour,T8,Cancer-Unit,,,False
142,marker,marker,,,,,False
149,in,in,,,,,False
152,melanoma,melanoma,T9,Cancer-Unit,,,False
160,;,;,,,,,False
162,however,however,,,,,False
169,",",",",,,,,False
171,its,it,,,,,False
175,use,use,,,,,False
179,as,a,,,,,False
182,a,a,,,,,False
184,prognostic,prognostic,,,,,False
195,marker,marker,,,,,False
202,in,in,,,,,False
205,the,the,,,,,False
209,advanced,advanced,,,,,False
218,stage,stage,,,,,False
224,needs,need,,,,,False
230,to,to,,,,,False
233,be,be,,,,,False
236,confirmed,confirm,,,,,False
245,.,.,,,,,True
247,Interleukins,interleukin,T10,Gene_or_gene_product-Unit,,,False
260,(,(,,,,,False
261,ILs,il,T11,Gene_or_gene_product-Unit,,,False
264,),),,,,,False
266,may,may,,,,,False
270,mediate,mediate,,,T42,Regulation-Unit,False
278,regression,regression,,,T43,Negative_regulation-Unit,False
289,or,or,,,,,False
292,progression,progression,,,T44,Positive_regulation-Unit,False
304,of,of,,,,,False
307,cancer,cancer,T12,Cancer-Unit,,,False
313,.,.,,,,,True
315,In,in,,,,,False
318,order,order,,,,,False
324,to,to,,,,,False
327,study,study,,,,,False
333,their,their,,,,,False
339,relation,relation,,,,,False
348,to,to,,,,,False
351,the,the,,,,,False
355,metastatic,metastatic,,,T45,Metastasis-Unit,False
366,profile,profile,,,,,False
374,and,and,,,,,False
378,survival,survival,,,,,False
386,",",",",,,,,False
388,we,we,,,,,False
391,evaluated,evaluate,,,,,False
401,the,the,,,,,False
405,association,association,,,,,False
417,between,between,,,,,False
425,pretreatment,pretreatment,,,,,False
438,serum,serum,T13,Organism_substance-Unit,,,False
444,levels,level,,,,,False
451,of,of,,,,,False
454,S,s,T14,Gene_or_gene_product-Begin,,,False
455,-,-,T14,Gene_or_gene_product-Inside,,,False
456,100beta,100beta,T14,Gene_or_gene_product-Last,,,False
463,",",",",,,,,False
465,IL,il,T15,Gene_or_gene_product-Begin,,,False
467,-,-,T15,Gene_or_gene_product-Inside,,,False
468,6,6,T15,Gene_or_gene_product-Last,,,False
469,",",",",,,,,False
471,IL,il,T16,Gene_or_gene_product-Begin,,,False
473,-,-,T16,Gene_or_gene_product-Inside,,,False
474,10,10,T16,Gene_or_gene_product-Last,,,False
477,and,and,,,,,False
