position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,Transformation,transformation,,,T47,Cell_transformation-Unit,False
14,-,-,,,,,False
15,associated,associate,,,,,False
26,cytokine,cytokine,,,,,False
35,9E3,9e3,T1,Gene_or_gene_product-Unit,,,False
38,/,/,,,,,False
39,CEF4,cef4,T2,Gene_or_gene_product-Unit,,,False
44,is,be,,,,,False
47,chemotactic,chemotactic,,,,,False
59,for,for,,,,,False
63,chicken,chicken,T3,Organism-Unit,,,False
71,peripheral,peripheral,T4,Cell-Begin,,,False
82,blood,blood,T4,Cell-Inside,,,False
88,mononuclear,mononuclear,T4,Cell-Inside,,,False
100,cells,cell,T4,Cell-Last,,,False
105,.,.,,,,,True
108,9E3,9e3,T5,Gene_or_gene_product-Unit,,,False
111,/,/,,,,,False
112,CEF4,cef4,T6,Gene_or_gene_product-Unit,,,False
116,",",",",,,,,False
118,which,which,,,,,False
124,is,be,,,,,False
127,released,release,,,T48,Localization-Unit,False
136,from,from,,,,,False
141,transformed,transform,,,T49,Cell_transformation-Unit,False
153,chicken,chicken,T7,Organism-Unit,,,False
161,embryo,embryo,T8,Cell-Begin,,,False
168,fibroblasts,fibroblast,T8,Cell-Last,,,False
180,(,(,,,,,False
181,CEF,cef,T9,Cell-Unit,,,False
184,),),,,,,False
185,",",",",,,,,False
187,is,be,,,,,False
190,a,a,,,,,False
192,member,member,,,,,False
199,of,of,,,,,False
202,the,the,,,,,False
206,platelet,platelet,T10,Gene_or_gene_product-Begin,,,False
215,factor,factor,T10,Gene_or_gene_product-Inside,,,False
222,4,4,T10,Gene_or_gene_product-Last,,,False
224,family,family,,,,,False
231,of,of,,,,,False
234,inflammatory,inflammatory,,,,,False
247,proteins,protein,,,,,False
256,and,and,,,,,False
260,may,may,,,,,False
264,be,be,,,,,False
267,the,the,,,,,False
271,avian,avian,,,,,False
277,homolog,homolog,,,,,False
285,of,of,,,,,False
288,interleukin,interleukin,T11,Gene_or_gene_product-Begin,,,False
299,-,-,T11,Gene_or_gene_product-Inside,,,False
300,8,8,T11,Gene_or_gene_product-Last,,,False
301,.,.,,,,,True
303,Since,since,,,,,False
309,the,the,,,,,False
313,function,function,,,,,False
322,of,of,,,,,False
325,9E3,9e3,T12,Gene_or_gene_product-Unit,,,False
328,/,/,,,,,False
329,CEF4,cef4,T13,Gene_or_gene_product-Unit,,,False
334,is,be,,,,,False
337,unknown,unknown,,,,,False
344,",",",",,,,,False
346,we,we,,,,,False
349,examined,examine,,,,,False
358,the,the,,,,,False
362,effect,effect,,,T50,Regulation-Unit,False
369,of,of,,,,,False
372,the,the,,,,,False
376,protein,protein,,,,,False
384,on,on,,,,,False
387,mitogenicity,mitogenicity,,,,,False
400,and,and,,,,,False
404,chemotaxis,chemotaxis,,,T51,Localization-Unit,False
414,",",",",,,,,False
416,as,as,,,,,False
419,well,well,,,,,False
424,as,a,,,,,False
427,its,it,,,,,False
431,expression,expression,,,T52,Gene_expression-Unit,False
441,",",",",,,,,False
443,in,in,,,,,False
446,fibroblasts,fibroblast,T14,Cell-Unit,,,False
458,and,and,,,,,False
462,peripheral,peripheral,T15,Cell-Begin,,,False
473,blood,blood,T15,Cell-Inside,,,False
479,cells,cell,T15,Cell-Last,,,False
484,.,.,,,,,True
486,9E3,9e3,T16,Gene_or_gene_product-Unit,,,False
489,/,/,,,,,False
490,CEF4,cef4,T17,Gene_or_gene_product-Unit,,,False
495,mRNA,mrna,,,,,False
