position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,CD56,cd56,T1,Gene_or_gene_product-Unit,,,False
4,+,+,,,,,False
6,putative,putative,,,,,False
15,natural,natural,T2,Cancer-Begin,,,False
23,killer,killer,T2,Cancer-Inside,,,False
30,cell,cell,T2,Cancer-Inside,,,False
35,lymphomas,lymphoma,T2,Cancer-Last,,,False
44,:,:,,,,,False
46,production,production,,,,,False
57,of,of,,,,,False
60,cytolytic,cytolytic,,,,,False
70,effectors,effector,,,,,False
80,and,and,,,,,False
84,related,related,,,,,False
92,proteins,protein,,,,,False
101,mediating,mediate,,,T54,Regulation-Unit,False
111,tumor,tumor,T3,Cell-Begin,,,False
117,cell,cell,T3,Cell-Last,,,False
122,apoptosis?,apoptosis?,,,T55,Cell_death-Unit,False
134,Apoptosis,apoptosis,,,T56,Cell_death-Unit,False
144,is,be,,,,,False
147,a,a,,,,,False
149,regulated,regulated,,,T57,Regulation-Unit,False
159,form,form,,,,,False
164,of,of,,,,,False
167,cell,cell,T4,Cell-Unit,,,False
172,death,death,,,T58,Death-Unit,False
178,that,that,,,,,False
183,may,may,,,,,False
187,be,be,,,,,False
190,triggered,trigger,,,T59,Positive_regulation-Unit,False
200,by,by,,,,,False
203,natural,natural,T5,Cell-Begin,,,False
211,killer,killer,T5,Cell-Last,,,False
218,(,(,,,,,False
219,NK,nk,T6,Cell-Unit,,,False
221,),),,,,,False
223,or,or,,,,,False
226,cytotoxic,cytotoxic,T7,Cell-Begin,,,False
236,T,t,T7,Cell-Inside,,,False
238,cells,cell,T7,Cell-Last,,,False
243,",",",",,,,,False
245,which,which,,,,,False
251,effect,effect,,,T60,Positive_regulation-Unit,False
258,target,target,,,,,False
265,cell,cell,T8,Cell-Unit,,,False
270,lysis,lysis,,,T61,Breakdown-Unit,False
276,by,by,,,,,False
279,cytolytic,cytolytic,,,,,False
289,effector,effector,,,,,False
298,and,and,,,,,False
302,related,related,,,,,False
310,proteins,protein,,,,,False
319,through,through,,,,,False
327,complex,complex,,,,,False
335,intracellular,intracellular,T9,Immaterial_anatomical_entity-Unit,,,False
349,signals,signal,,,,,False
356,.,.,,,,,True
358,This,this,,,,,False
363,study,study,,,,,False
369,was,be,,,,,False
373,aimed,aim,,,,,False
379,to,to,,,,,False
382,investigate,investigate,,,,,False
394,whether,whether,,,,,False
402,there,there,,,,,False
408,is,be,,,,,False
411,selective,selective,,,,,False
421,expression,expression,,,,,False
432,of,of,,,,,False
435,these,these,,,,,False
441,cytolytic,cytolytic,,,,,False
451,markers,marker,,,,,False
459,in,in,,,,,False
462,the,the,,,,,False
466,putative,putative,,,,,False
475,NK,nk,T10,Cancer-Begin,,,False
477,-,-,T10,Cancer-Inside,,,False
478,cell,cell,T10,Cancer-Inside,,,False
483,lymphomas,lymphoma,T10,Cancer-Last,,,False
493,and,and,,,,,False
497,whether,whether,,,,,False
505,there,there,,,,,False
511,is,be,,,,,False
