position,word,word_lem,entity_index,entity_notation,event_index,event_notation,is_end
0,Non,non,,,,,False
3,-,-,,,,,False
4,invasive,invasive,,,,,False
13,grading,grading,,,,,False
21,of,of,,,,,False
24,primary,primary,,,,,False
32,brain,brain,T1,Cancer-Begin,,,False
38,tumours,tumour,T1,Cancer-Last,,,False
45,:,:,,,,,False
47,results,result,,,,,False
55,of,of,,,,,False
58,a,a,,,,,False
60,comparative,comparative,,,,,False
72,study,study,,,,,False
78,between,between,,,,,False
86,SPET,spet,,,,,False
91,with,with,,,,,False
96,123I,123i,T2,Simple_chemical-Begin,,,False
100,-,-,T2,Simple_chemical-Inside,,,False
101,alpha,alpha,T2,Simple_chemical-Inside,,,False
106,-,-,T2,Simple_chemical-Inside,,,False
107,methyl,methyl,T2,Simple_chemical-Inside,,,False
114,tyrosine,tyrosine,T2,Simple_chemical-Last,,,False
123,and,and,,,,,False
127,PET,pet,,,,,False
131,with,with,,,,,False
136,18F,18f,T3,Simple_chemical-Begin,,,False
139,-,-,T3,Simple_chemical-Inside,,,False
140,deoxyglucose,deoxyglucose,T3,Simple_chemical-Last,,,False
152,.,.,,,,,True
154,Use,use,,,,,False
158,of,of,,,,,False
161,iodine,iodine,T4,Simple_chemical-Begin,,,False
167,-,-,T4,Simple_chemical-Inside,,,False
168,123,123,T4,Simple_chemical-Inside,,,False
171,-,-,T4,Simple_chemical-Inside,,,False
172,alpha,alpha,T4,Simple_chemical-Inside,,,False
177,-,-,T4,Simple_chemical-Inside,,,False
178,methyl,methyl,T4,Simple_chemical-Inside,,,False
185,tyrosine,tyrosine,T4,Simple_chemical-Last,,,False
194,(,(,,,,,False
195,123I,123i,T5,Simple_chemical-Begin,,,False
199,-,-,T5,Simple_chemical-Inside,,,False
200,IMT,imt,T5,Simple_chemical-Last,,,False
203,),),,,,,False
205,allows,allow,,,,,False
212,investigation,investigation,,,,,False
226,of,of,,,,,False
229,the,the,,,,,False
233,amino,amino,T6,Amino_acid-Begin,,,False
239,acid,acid,T6,Amino_acid-Last,,,False
244,transport,transport,,,T39,Localization-Unit,False
254,rate,rate,,,,,False
259,in,in,,,,,False
262,gliomas,glioma,T7,Cancer-Unit,,,False
269,.,.,,,,,True
271,It,it,,,,,False
274,was,be,,,,,False
278,the,the,,,,,False
282,aim,aim,,,,,False
286,of,of,,,,,False
289,this,this,,,,,False
294,study,study,,,,,False
300,to,to,,,,,False
303,compare,compare,,,,,False
311,the,the,,,,,False
315,value,value,,,,,False
321,of,of,,,,,False
324,measurement,measurement,,,,,False
336,of,of,,,,,False
339,glucose,glucose,T8,Simple_chemical-Unit,,,False
347,metabolism,metabolism,,,T40,Metabolism-Unit,False
358,with,with,,,,,False
363,that,that,,,,,False
368,of,of,,,,,False
371,measurement,measurement,,,,,False
383,of,of,,,,,False
386,123I,123i,T9,Simple_chemical-Begin,,,False
390,-,-,T9,Simple_chemical-Inside,,,False
391,IMT,imt,T9,Simple_chemical-Last,,,False
395,uptake,uptake,,,T41,Localization-Unit,False
402,for,for,,,,,False
406,the,the,,,,,False
410,non,non,,,,,False
413,-,-,,,,,False
414,invasive,invasive,,,,,False
423,grading,grading,,,,,False
431,of,of,,,,,False
434,brain,brain,T10,Cancer-Begin,,,False
440,tumours,tumour,T10,Cancer-Last,,,False
447,.,.,,,,,True
449,The,the,,,,,False
453,study,study,,,,,False
459,population,population,,,,,False
470,comprised,comprise,,,,,False
480,23,23,,,,,False
483,patients,patient,T11,Organism-Unit,,,False
492,with,with,,,,,False
497,histopathologically,histopathologically,,,,,False
517,proven,proven,,,,,False
524,primary,primary,,,,,False
532,brain,brain,T12,Cancer-Begin,,,False
538,tumours,tumour,T12,Cancer-Last,,,False
545,;,;,,,,,False
547,14,14,,,,,False
550,had,have,,,,,False
554,high,high,T13,Cancer-Begin,,,False
558,-,-,T13,Cancer-Inside,,,False
559,grade,grade,T13,Cancer-Inside,,,False
565,gliomas,glioma,T13,Cancer-Last,,,False
572,",",",",,,,,False
574,and,and,,,,,False
578,nine,nine,,,,,False
583,low,low,T14,Cancer-Begin,,,False
586,-,-,T14,Cancer-Inside,,,False
587,grade,grade,T14,Cancer-Inside,,,False
593,brain,brain,T14,Cancer-Inside,,,False
599,neoplasms,neoplasm,T14,Cancer-Last,,,False
608,.,.,,,,,True
610,Glucose,glucose,T15,Simple_chemical-Unit,,,False
618,metabolism,metabolism,,,T42,Metabolism-Unit,False
629,was,be,,,,,False
633,studied,study,,,,,False
641,using,use,,,,,False
647,an,an,,,,,False
650,ECAT,ecat,,,,,False
655,EXACT,exact,,,,,False
661,47,47,,,,,False
664,positron,positron,,,,,False
673,emission,emission,,,,,False
682,tomography,tomography,,,,,False
693,(,(,,,,,False
694,PET,pet,,,,,False
697,),),,,,,False
699,camera,camera,,,,,False
706,and,and,,,,,False
710,fluorine,fluorine,T16,Simple_chemical-Begin,,,False
718,-,-,T16,Simple_chemical-Inside,,,False
719,18,18,T16,Simple_chemical-Inside,,,False
722,fluorodeoxyglucose,fluorodeoxyglucose,T16,Simple_chemical-Last,,,False
741,(,(,,,,,False
742,18F,18f,T17,Simple_chemical-Begin,,,False
745,-,-,T17,Simple_chemical-Inside,,,False
746,FDG,fdg,T17,Simple_chemical-Last,,,False
749,),),,,,,False
750,;,;,,,,,False
752,123I,123i,T18,Simple_chemical-Begin,,,False
756,-,-,T18,Simple_chemical-Inside,,,False
757,IMT,imt,T18,Simple_chemical-Last,,,False
761,uptake,uptake,,,T43,Localization-Unit,False
768,was,be,,,,,False
772,measured,measure,,,,,False
781,with,with,,,,,False
786,the,the,,,,,False
790,triple,triple,,,,,False
796,-,-,,,,,False
797,headed,head,,,,,False
804,single,single,,,,,False
810,-,-,,,,,False
811,photon,photon,,,,,False
818,emission,emission,,,,,False
827,tomography,tomography,,,,,False
838,(,(,,,,,False
839,SPET,spet,,,,,False
843,),),,,,,False
845,camera,camera,,,,,False
851,",",",",,,,,False
853,MULTISPECT,multispect,,,,,False
864,3,3,,,,,False
865,.,.,,,,,True
867,18F,18f,T19,Simple_chemical-Begin,,,False
870,-,-,T19,Simple_chemical-Inside,,,False
871,FDG,fdg,T19,Simple_chemical-Last,,,False
875,and,and,,,,,False
879,123I,123i,T20,Simple_chemical-Begin,,,False
883,-,-,T20,Simple_chemical-Inside,,,False
884,IMT,imt,T20,Simple_chemical-Last,,,False
888,uptake,uptake,,,T44,Localization-Unit,False
895,was,be,,,,,False
899,quantified,quantify,,,,,False
910,as,a,,,,,False
913,ratios,ratio,,,,,False
920,between,between,,,,,False
928,the,the,,,,,False
932,uptake,uptake,,,T45,Localization-Unit,False
939,by,by,,,,,False
942,the,the,,,,,False
946,tumour,tumour,T21,Cancer-Unit,,,False
953,and,and,,,,,False
957,contralateral,contralateral,,,,,False
971,regions,region,,,,,False
979,of,of,,,,,False
982,reference,reference,,,,,False
991,.,.,,,,,True
993,Glucose,glucose,T22,Simple_chemical-Unit,,,False
1001,metabolism,metabolism,,,T46,Metabolism-Unit,False
1012,and,and,,,,,False
1016,amino,amino,T23,Amino_acid-Begin,,,False
1022,acid,acid,T23,Amino_acid-Last,,,False
1027,uptake,uptake,,,T47,Localization-Unit,False
1034,of,of,,,,,False
1037,the,the,,,,,False
1041,brain,brain,T24,Cancer-Begin,,,False
1047,tumours,tumour,T24,Cancer-Last,,,False
1055,correlated,correlate,,,,,False
1066,significantly,significantly,,,,,False
1080,(,(,,,,,False
1081,r=0,r=0,,,,,False
1084,.,.,,,,,False
1085,71,71,,,,,False
1087,",",",",,,,,False
1089,P,p,,,,,False
1091,<0,<0,,,,,False
1093,.,.,,,,,False
1094,001,001,,,,,False
1097,),),,,,,False
1098,.,.,,,,,True
1100,Assuming,assume,,,,,False
1109,discrimination,discrimination,,,,,False
1124,thresholds,threshold,,,,,False
1135,between,between,,,,,False
1143,high,high,T25,Cancer-Begin,,,False
1147,-,-,T25,Cancer-Inside,,,False
1148,grade,grade,T25,Cancer-Last,,,False
1154,and,and,,,,,False
1158,low,low,T26,Cancer-Begin,,,False
1161,-,-,T26,Cancer-Inside,,,False
1162,grade,grade,T26,Cancer-Inside,,,False
1168,tumours,tumour,T26,Cancer-Last,,,False
1176,of,of,,,,,False
1179,0,0,,,,,False
1180,.,.,,,,,False
1181,8,8,,,,,False
1183,for,for,,,,,False
1187,18F,18f,T27,Simple_chemical-Begin,,,False
1190,-,-,T27,Simple_chemical-Inside,,,False
1191,FDG,fdg,T27,Simple_chemical-Last,,,False
1195,uptake,uptake,,,T48,Localization-Unit,False
1202,and,and,,,,,False
1206,1,1,,,,,False
1207,.,.,,,,,False
1208,8,8,,,,,False
1210,for,for,,,,,False
1214,123I,123i,T28,Simple_chemical-Begin,,,False
1218,-,-,T28,Simple_chemical-Inside,,,False
1219,IMT,imt,T28,Simple_chemical-Last,,,False
1223,uptake,uptake,,,T49,Localization-Unit,False
1229,",",",",,,,,False
1231,the,the,,,,,False
1235,accuracy,accuracy,,,,,False
1244,values,value,,,,,False
1251,of,of,,,,,False
1254,18F,18f,T29,Simple_chemical-Begin,,,False
1257,-,-,T29,Simple_chemical-Inside,,,False
1258,FDG,fdg,T29,Simple_chemical-Last,,,False
1262,PET,pet,,,,,False
1266,and,and,,,,,False
1270,123I,123i,T30,Simple_chemical-Begin,,,False
1274,-,-,T30,Simple_chemical-Inside,,,False
1275,IMT,imt,T30,Simple_chemical-Last,,,False
1279,SPET,spet,,,,,False
1284,for,for,,,,,False
1288,differentiating,differentiate,,,,,False
1304,between,between,,,,,False
1312,high,high,T31,Cancer-Begin,,,False
1316,-,-,T31,Cancer-Inside,,,False
1317,grade,grade,T31,Cancer-Last,,,False
1323,and,and,,,,,False
1327,low,low,T32,Cancer-Begin,,,False
1330,-,-,T32,Cancer-Inside,,,False
1331,grade,grade,T32,Cancer-Inside,,,False
1337,tumours,tumour,T32,Cancer-Last,,,False
1345,were,be,,,,,False
1350,21,21,,,,,False
1352,/,/,,,,,False
1353,23,23,,,,,False
1356,(,(,,,,,False
1357,91,91,,,,,False
1359,%,%,,,,,False
1360,),),,,,,False
1362,and,and,,,,,False
1366,19,19,,,,,False
1368,/,/,,,,,False
1369,23,23,,,,,False
1372,(,(,,,,,False
1373,83,83,,,,,False
1375,%,%,,,,,False
1376,),),,,,,False
1377,",",",",,,,,False
1379,respectively,respectively,,,,,False
1391,.,.,,,,,True
1393,The,the,,,,,False
1397,difference,difference,,,,,False
1408,in,in,,,,,False
1411,diagnostic,diagnostic,,,,,False
1422,performance,performance,,,,,False
1434,was,be,,,,,False
1438,not,not,,,,,False
1442,significant,significant,,,,,False
1454,on,on,,,,,False
1457,receiver,receiver,,,,,False
1466,operating,operate,,,,,False
1476,characteristic,characteristic,,,,,False
1491,analysis,analysis,,,,,False
1500,(,(,,,,,False
1501,P,p,,,,,False
1503,>0,>0,,,,,False
1505,.,.,,,,,False
1506,4,4,,,,,False
1507,),),,,,,False
1508,.,.,,,,,True
1510,It,it,,,,,False
1513,is,be,,,,,False
1516,concluded,conclude,,,,,False
1526,that,that,,,,,False
1531,there,there,,,,,False
1537,is,be,,,,,False
1540,no,no,,,,,False
1543,major,major,,,,,False
1549,difference,difference,,,,,False
1560,between,between,,,,,False
1568,the,the,,,,,False
1572,PET,pet,,,,,False
1576,investigation,investigation,,,,,False
1590,of,of,,,,,False
1593,glucose,glucose,T33,Simple_chemical-Unit,,,False
1601,metabolism,metabolism,,,T50,Metabolism-Unit,False
1612,and,and,,,,,False
1616,the,the,,,,,False
1620,less,less,,,,,False
1625,expensive,expensive,,,,,False
1635,SPET,spet,,,,,False
1640,measurement,measurement,,,,,False
1652,of,of,,,,,False
1655,amino,amino,T34,Amino_acid-Begin,,,False
1661,acid,acid,T34,Amino_acid-Last,,,False
1666,uptake,uptake,,,T51,Localization-Unit,False
1673,in,in,,,,,False
1676,terms,term,,,,,False
1682,of,of,,,,,False
1685,their,their,,,,,False
1691,accuracy,accuracy,,,,,False
1700,in,in,,,,,False
1703,evaluating,evaluate,,,,,False
1714,the,the,,,,,False
1718,malignancy,malignancy,,,,,False
1729,grade,grade,,,,,False
1735,of,of,,,,,False
1738,primary,primary,,,,,False
1746,brain,brain,T35,Cancer-Begin,,,False
1752,tumours,tumour,T35,Cancer-Last,,,False
1759,.,.,,,,,True
1761,This,this,,,,,False
1766,encourages,encourage,,,,,False
1777,the,the,,,,,False
1781,performance,performance,,,,,False
1793,of,of,,,,,False
1796,further,further,,,,,False
1804,studies,study,,,,,False
1812,to,to,,,,,False
1815,analyse,analyse,,,,,False
1823,the,the,,,,,False
1827,potential,potential,,,,,False
1837,impact,impact,,,,,False
1844,of,of,,,,,False
1847,123I,123i,T36,Simple_chemical-Begin,,,False
1851,-,-,T36,Simple_chemical-Inside,,,False
1852,IMT,imt,T36,Simple_chemical-Last,,,False
